SONG NAME,YEAR,ALBUM/MOVIE NAME,DURATION,TYPE,LINK,LANGUAGE,GENRE,SINGERS,RATING
Hasarat Hi Rahi Hamse Bhi Kabhi,1962,Bombay Ka Chor,3:30,sad love,https://gaana.com/song/hasrat-hi-rahi-hamse-bhi,HINDI,Love,KISHOR KUMAR,6.9
Hello Hello Ji Kaho Kya Hai Ji,1962,Bombay Ka Chor,3:36,love,https://gaana.com/song/hello-hello-ji-kaho-kya-ji-from-bombay-ka-chor,HINDI,Love,ASHA BHOSALE,7.5
To Chalun,1998,Border,7:39,sad love,https://gaana.com/song/to-chalun,HINDI,Love,MOHAMMED RAFI,7.6
HERO/HEROINE,2006,BOYS LIKE GIRLS,3:52,POP PUNK,https://gaana.com/song/hero-22,ENGLISH,Pop,BOYS LIKE GIRLS,7.6
THE GREAT ESCAPE,2007,BOYS LIKE GIRLS,3:28,POP PUNK,https://gaana.com/song/the-great-space-coaster,ENGLISH,Pop,BOYS LIKE GIRLS,7.5
THUNDER,2008,BOYS LIKE GIRLS,3:57,POP ROCK,https://gaana.com/song/thunder-271,ENGLISH,Pop,BOYS LIKE GIRLS,7.4
Lagnalu,2017,Boyz,0:03:28,Comedy,https://www.jiosaavn.com/song/lagnalu/HhAcYydnREA,MARATHI,Other,ANIL MOHILE,6.8
Tarean Di Loe,2012,Branded hiran,4:28,Romantic,https://gaana.com/playlist/dimplesahu-haaab-tareandiloe,PUNJABI,Love,OTHERS,6
Bhali Bhali Si Ek Surat,1971,Buddha Mil Gaya,4:49,retro song,https://gaana.com/song/bhali-bhali-si-ek-surat-3,HINDI,Other,ASHA BHOSALE,7.3
BUM BUM TAM TAM,2017,bum bum tam tam,2:50,FUNK,https://gaana.com/song/bum-bum-tam-tam-3,ENGLISH,Party,ED SHEERAN,7
HAVANA,2017,CAMILA,3:36,POP,https://gaana.com/song/havana-150,ENGLISH,Pop,OTHERS,7.5
Canada Waliye,2016,Canada Waliyan,3:19,pop,https://gaana.com/song/canada-walie-1?autoplay=true,PUNJABI,Pop,NEHA KAKKAR,6.5
WITH YOU,2018,CAUTION,3:47,R&B,https://gaana.com/song/with-you-872,ENGLISH,Other,AVRIL LAVIGNE,7.1
Mittar pyare nu,2004,Chaar Sahibzade,1:49,Sad,https://gaana.com/song/mittar-pyare-nu-5?autoplay=true,PUNJABI,life,DILPREET DHILLON,5
Des Chhudaye Bhes Chhudaye,1959,Chacha Zindabad,7:20,retro song,https://gaana.com/song/des-chhudaye-bhes-chhudaye,HINDI,Other,KISHOR KUMAR,5.8
Hum The Who Thi,1958,Chalti Ka Naam Gaadi,3:44,retro song,https://gaana.com/song/ham-the-woh-thi,HINDI,Other,KISHOR KUMAR,8.1
Babu samjho Eshare,1958,Chalti ka Nam Gadi,4:50,retro song,https://gaana.com/song/babu-samjho-ishare,HINDI,Other,KISHOR KUMAR,8.9
Ek Ladki Bhigi Bhagi si,1958,Chalti Ka Nam gadi,3:57,retro song,https://gaana.com/song/ek-ladki-bheegi-bhagi-si,HINDI,Other,KISHOR KUMAR,9.7
Hal Kaisa Hai Janab ka,1958,Chalti Ka Nam gadi,4:25,retro song,https://gaana.com/song/haal-kaisa-hai-janab-ka-1,HINDI,Other,ASHA BHOSALE,8.9
Ek zoka chuke kaljacha thoka,1991,Chaukat Raja,0:04:51,Chill,https://www.jiosaavn.com/song/ek-zoka-chuke-kaljacha-thoka/PSwsRiBGfFU,MARATHI,Other,SHANKAR MAHADEVAN,8
He Jeevan Sundar,1991,Chaukat Raja,0:06:17,Motivational,https://www.jiosaavn.com/song/he-jeevan-sundar-aahe/XSwZZkVcXEU,MARATHI,Other,AJAY-ATUL,7.7
Mee asa kasa vegla vegla,1991,Chaukat Raja,0:05:38,Happy,https://www.jiosaavn.com/song/mee-asa-kasa-vegla-vegla/FjsbZiZfewY,MARATHI,life,SONU NIGAM,8.9
Shodhit gaav aalo,1991,Chaukat Raja,0:02:41,Sad,https://www.jiosaavn.com/song/shodhit-gaav-aalo-swapnat-paahilele/Qw0SaDVTc1c,MARATHI,life,AJAY-ATUL,7.9
Yugayugache naate apule,1991,Chaukat Raja,0:04:33,Romantic,https://www.jiosaavn.com/song/yugayuganche-naate-apule/BC0oAAJnRgs,MARATHI,Love,AJAY-ATUL,6
You Got The Checkmate,2008,Checkmate,0:04:17,Fusion,https://www.jiosaavn.com/album/checkmate/Y1V0RvYCcco_,MARATHI,Other,OTHERS,7
Cheta Karde,2016,Chete Karda,3:33,Party Song,https://gaana.com/song/chete-karda-1?autoplay=true,PUNJABI,Party,YO YO HONEY SINGH,5.5
He re Kanhaiya,1971,Chhoti bahu,3:51,Devotional,https://gaana.com/song/he-re-kanhaiya,HINDI,Devotional,KISHOR KUMAR,9.1
Teri Meri Yaariyan,2014,Classmates,0:04:17,Friendship,https://www.jiosaavn.com/song/teri-meri-yaariyan/Ij8dVRdbAGw,MARATHI,life,SONU NIGAM,7.9
Click Click,2015,click click,2:02,pop,https://gaana.com/song/click-click-17?autoplay=true,PUNJABI,Pop,DILJIT DOSANJH,5
Tum Hi Ho Bandhu,2012,Cocktail,4:44,love,https://gaana.com/song/tum-hi-ho-bandhu,HINDI,Love,OTHERS,8.5
Cola VS Milk,2017,Coka vs Milk,4:48,pop,https://gaana.com/song/cola-vs-milk?autoplay=true,PUNJABI,Pop,ASHISH SARDANA,8.5
Pyaar Manga Hai Tumhi Se,1977,College Girl,5:07,love,https://gaana.com/song/pyar-maanga-hai-tumhi-se,HINDI,Love,KISHOR KUMAR,8.3
Tujhko Jo Paaya,2010,Crook,3:05,love,https://gaana.com/song/tujhko-jo-paaya,HINDI,Love,OTHERS,7.4
WHEN I'M GONE,2005,CURTAIN CALLS,6:09,HIP HOP AND RAP,https://gaana.com/song/when-i-m-gone-2,ENGLISH,Pop,EMINEM,7.8
JUICE,2019,CUZ I LOVE YOU,3:15,FUNK R&B,https://gaana.com/song/juice-136,ENGLISH,Other,ARIANA GRANDE,8.2
TRUTH HURTS,2017,CUZ I LOVE YOU,2:53,POP,https://gaana.com/song/truth-hurts-36,ENGLISH,Pop,ED SHEERAN,8
Deva Ho Deva Ganpati Deva,2008,D.J. Dhamal Ganpati,0:06:02,Religious,https://www.jiosaavn.com/album/deva-ho-deva-ganpati-deva/dtrEbW3OWA0_,MARATHI,Devotional,AJAY-ATUL,9.4
Mere Dil Mein Aaj Kya Hai,1989,Daag,4:14,love,https://gaana.com/song/mere-dil-mein-aaj-kya-hai,HINDI,Love,KISHOR KUMAR,9.3
Hil Pori Hila,1973,Dadache Danke,0:03:41,love,https://www.jiosaavn.com/song/hil-pori-hila/HTwSYRBZQHY,MARATHI,Love,ANIL MOHILE,8.1
Dhaga Dhaga,2015,Dagdi Chawl,0:04:26,Love,https://www.jiosaavn.com/song/dhaga-dhaga/OgxSaRcDfl4,MARATHI,Love,OTHERS,7
Morya Morya,2015,Dagdi Chawl,0:04:26,Religious,https://www.jiosaavn.com/song/morya-morya/PCo-eQ5bB1Y,MARATHI,Devotional,SHANKAR MAHADEVAN,9.2
DANGEROUS WOMAN,2016,DANGEROUS WOMAN,3:55,"POP,R&B",https://gaana.com/song/dangerous-woman-18,ENGLISH,Pop,ARIANA GRANDE,7.1
INTO YOU,2016,DANGEROUS WOMAN,4:04,EDM,https://gaana.com/song/into-you-63,ENGLISH,Party,ARIANA GRANDE,7.2
SIDE TO SIDE,2016,DANGEROUS WOMAN,3:46,R&B,https://gaana.com/song/side-to-side-8,ENGLISH,Other,ARIANA GRANDE,8.2
CRAZY IN LOVE,2003,DANGEROUSLY IN LOVE,3:56,FUNK R&B,https://gaana.com/song/crazy-in-lovefrom-the-fifty-shades-of-grey-soundtrack,ENGLISH,Other,BEYONCE,8.7
Dar Lagda,2016,Dar Lagda,4:01,Desi hip hop,https://www.jiosaavn.com/song/Dar-Lagda/MzgHejJGT0c?autoplay=enabled,PUNJABI,Pop,OTHERS,6
Dard-E-Dil,2015,Dard E Dil,3:32,Sad,https://gaana.com/song/dard-e-dil-12?autoplay=true,PUNJABI,life,OTHERS,5.5
“Tere Dard Se Dil”,1993,Deewana,4:51,sad love,https://gaana.com/song/tere-dard-se-dil-1,HINDI,Love,KUMAR SANU,7.8
Koi Na Koi Chahiye,1992,Deewana,6:24,love,https://gaana.com/song/koi-na-koi-chahiye-1,HINDI,Love,UDIT NARAYAN,8.4
Subha Hone Na De,2011,Desi Boyz,4:51,entertaining,https://gaana.com/song/subha-hone-na-de,HINDI,Other,OTHERS,6.4
Aan Milo Shyam Sanwre,2002,Devdas,3:22,Devotional,https://gaana.com/song/aan-milo-shyam-sanwre,HINDI,Devotional,OTHERS,7.9
Dola Re Dola,2002,Devdas,6:36,entertaining,https://gaana.com/song/dola-re-dola-1,HINDI,Other,OTHERS,9.1
Hi Dosti Tutayachi Naay,1992,Dhadakebaaj,0:03:55,Friendship,https://www.jiosaavn.com/song/hi-dosti-tutayachi-naay-happy/Oy4fCQwDcng,MARATHI,life,VAISHALI SAMANT,9.4
Tum Dil Ki Dhadkan Mein,2000,Dhadkan,5:52,love,https://gaana.com/song/tum-dil-ki-dhadkan-mein-duet,HINDI,Love,OTHERS,8.9
Mandirat Antarat,1986,Dhakti Sun,0:04:17,Religious,https://www.jiosaavn.com/song/mandirat-antarat/ARw9YgMIWmA,MARATHI,Devotional,OTHERS,7.9
Bandiya Tu,2011,Dharti,2:13,Rock,https://gaana.com/song/bandeya-tu-maan-na-karin,PUNJABI,Love,NAUMAN KHALID,6.5
Gaddi Moundan De,2011,Dharti,4:24,Rock,https://gaana.com/song/gaddi-moudan-ge,PUNJABI,Pop,YO YO HONEY SINGH,9
Kamli,2013,Dhoom 3,3:54,rock,https://gaana.com/song/kamli-3,HINDI,Pop,ALKA YAGNIK,8.6
Malang,2014,Dhoom 3,4:36,love,https://gaana.com/song/malang-1,HINDI,Love,OTHERS,7.5
Jehri Kuri,2009,Dhoor,3:22,Simple,https://gaana.com/song/jeri-kuri?autoplay=true,PUNJABI,Pop,OTHERS,8.5
Aga Aga Pori Faslis Ga,1985,Dhumdhadaka,0:04:17,Romantic,https://www.jiosaavn.com/song/aga-aga-pori-faslis-ga/GEUeRRdURXA,MARATHI,Love,OTHERS,7.3
LOVE HANGOVER,1976,DIANA ROSS,7:49,DISCO,https://gaana.com/song/love-hangover-22,ENGLISH,Party,BEYONCE,6.88
Humne Ghar Choda Hai,1971,Dil,6:17,love,https://gaana.com/song/humne-ghar-chhoda-hai,HINDI,Love,UDIT NARAYAN,6
Mujhe Neend Na Aaye,1990,Dil,6:14,love,https://gaana.com/song/mujhe-neend-na-aaye-4,HINDI,Love,OTHERS,9.6
Mujhe Neend Na Aaye,1989,Dil,6:14,romantic love,https://gaana.com/song/mujhe-neend-na-aaye-4,HINDI,Love,KISHOR KUMAR,8.4
Discowale Khisko,2009,Dil Bole Hadippa,4:28,Hip Hop,https://gaana.com/song/discowale-khisko-5?autoplay=true,PUNJABI,Pop,OTHERS,8
Gym Shim,2009,Dil Bole Hadippa,2:46,Fun Pop,https://gaana.com/song/gym-shim-1?autoplay=true,PUNJABI,Pop,ASHISH SARDANA,7.5
Hadippa,2009,Dil Bole Hadippa,4:01,Pop,https://gaana.com/song/hadippa-1,PUNJABI,Pop,SUKHWINDER SINGH,8.5
Koi Kahe Kehta Rahe,2001,Dil Chahta Hai,5:46,love,https://gaana.com/song/koi-kahe-kehta-rahe,HINDI,Love,OTHERS,9.4
Gallan Goodiyaan,2015,Dil Dhadakne Do,2:53,Party,https://gaana.com/song/gallan-goodiyaan?autoplay=true,PUNJABI,Party,DILJIT DOSANJH,9
Adayein Bhi Hain,1991,Dil Hai Ke Manta Nahin,5:26,love,https://gaana.com/song/adayein-bhi-hain-mohabbat-bhi-hai,HINDI,Love,ANURADHA PAUDWAL,8.4
Dil Hai Ke Manta Nahin,1991,Dil Hai Ke Manta Nahin,6:11,"love,sad love",https://gaana.com/song/dil-hai-ke-manta-nahin,HINDI,Love,ALKA YAGNIK,7.3
Ae Ajnabi,1998,Dil Se,5:50,"love,sad love",https://gaana.com/song/ae-ajnabi-2,HINDI,Love,UDIT NARAYAN,6.3
Dilan Diyan Choriyan,2002,Dilan Diyan Choriyan,3:41,Love,https://gaana.com/album/oye-hoye,PUNJABI,Love,OTHERS,8
Lap Lap Surma,2002,Dilan Diyan Choriyan,5:01,Swag,https://gaana.com/album/gallin-jog-na-hoye,PUNJABI,Other,OTHERS,6
Ho Nahi Sakta,1997,Dilijale,7:44,romantic love,https://gaana.com/song/ho-nahi-sakta,HINDI,Love,UDIT NARAYAN,8.7
Dill Ton Blacck,2018,Dill Ton Black,3:08,Party Song,https://gaana.com/song/dill-ton-blacck-1?autoplay=true,PUNJABI,Party,BADSHAH,8
C A T Cat Mane Billi,1958,Dilli Ka Thag,3:29,retro song,https://gaana.com/song/catcat-mane-billi-1,HINDI,Other,KISHOR KUMAR,9
Hum to Muhobbat Karega,1958,Dilli Ka Thag,3:15,retro song,https://gaana.com/song/hum-to-mohabbat-karega-1,HINDI,Other,KISHOR KUMAR,7.9
Mouka Milenga To Hum,1993,Dilwale,5:33,love,https://gaana.com/song/mouka-milenga-to-hum,HINDI,Love,UDIT NARAYAN,8.9
Yaad Aa Raha Hai,1982,Disco Dancer,6:23,love,https://gaana.com/song/yaad-aa-raha-hai-3,HINDI,Love,BADSHAH,8.9
Disco wich tumba,1991,Disco Pop Blast,5:53,Disco Song,https://gaana.com/song/disco-wich-tumba,PUNJABI,Party,NEHA KAKKAR,8
Gulabo,1991,Disco Pop Blast,5:06,Swag,https://gaana.com/song/gulabo-1,PUNJABI,Other,YO YO HONEY SINGH,7
Mundian To Bach Ke,1991,Disco Pop Blast,4:07,Swag,https://gaana.com/song/mundian-to-bach-ke-17?autoplay=true,PUNJABI,Other,MIKA SINGH,8
CASTLE ON THE HILL,2017,DIVIDE,4:21,ROCK,https://gaana.com/song/castle-on-the-hill-1,ENGLISH,Pop,ED SHEERAN,7.8
HAPPIER,2016,DIVIDE,3:27,CLASSICAL CROSSOVER,https://gaana.com/song/happier-16,ENGLISH,Other,ED SHEERAN,8.3
PERFECT SYMPHONY,2017,DIVIDE,4:25,ATLANTIC,https://gaana.com/song/perfect-symphony,ENGLISH,Other,ARIANA GRANDE,9
SHAPE OF YOU,2017,DIVIDE,4:24,POP,https://gaana.com/song/shape-of-you-7,ENGLISH,Pop,ED SHEERAN,7.7
SOMEONE YOU LOVED,2018,DIVINELY UNINSPIRED TO A HELLISH EXTENT,3:02,POP,https://gaana.com/song/someone-you-loved-2,ENGLISH,Pop,BOYS LIKE GIRLS,6
Aye Maalik Tere Bande Hum,1957,Do Aankhen Barah Haath,2:52,motivational,https://gaana.com/song/ae-malik-tere-bande-hum-female,HINDI,life,LATA MANGESHKAR,8.7
Chahe Raho Door Chahe Raho Paas,1972,Do Chor,3:31,"love,romance",https://gaana.com/song/chahe-raho-door-chahe-raho-paas,HINDI,Love,KISHOR KUMAR,7.9
Hawaaon Pe Likh Do,1968,Do Duni Char,3:25,retro song,https://gaana.com/song/hawaon-pe-likhdo-hawaon-ke-naam,HINDI,Other,KISHOR KUMAR,8.7
Aachal ke tuze,1964,Door gagan ki Chhao mein,4:40,romantic love,https://gaana.com/song/aa-chal-ke-tujhe-2,HINDI,Love,KISHOR KUMAR,7.9
Beqarare Dil Tu Gaye Ja,1971,Door Ka Rahi,3:58,retro song,https://gaana.com/song/beqarar-dil-tu-gaaye-ja,HINDI,Other,KISHOR KUMAR,8.4
Gadi Bula Rahi Hai,1974,Dost,6:29,retro song,https://gaana.com/song/gaadi-bula-rahi-hai,HINDI,Other,KISHOR KUMAR,6.4
Kiti Sangaichay Mala,2015,Double Seat,0:04:38,Romantic,https://www.jiosaavn.com/song/kiti-sangaichay-mala/PgQkBz9ZZ2I,MARATHI,Love,SHAAN,8.3
Drop Lyrics,2017,DROP,3:19,Romantic,https://gaana.com/song/drop-112,PUNJABI,Love,YO YO HONEY SINGH,5.5
Te Amo,2011,Dum Maaro Dum,4:45,love,https://gaana.com/song/te-amo-39,HINDI,Love,SUNIDHI CHAUHAN,8.5
Tik Tik Vajate Dokyaat,2013,Duniyadari,0:02:41,Romantic,https://www.jiosaavn.com/song/tik-tik-vajate-dokyaat/KjIkQzwFBAs,MARATHI,Love,SHAAN,7.9
Duriyaa Nazdikiyan ban Gayi,1968,Duriya,5:13,retro song,https://gaana.com/song/dooriyan-nazdikiyan-ban-gayi,HINDI,Other,ASHA BHOSALE,7.9
EASIER,2019,EASIER,2:58,POP,https://gaana.com/song/easier-78,ENGLISH,Pop,OTHERS,8
Hum bane Tum Bane,1981,Ek Duuje Ke Liye,6:06,love,https://gaana.com/song/ham-bane-tum-bane,HINDI,Love,UDIT NARAYAN,7.5
Galliyan,2014,Ek Villain,5:41,love,https://gaana.com/song/galliyan,HINDI,Love,SONU NIGAM,9.4
LET ME LOVE YOU,2005,ENCORE,3:50,EDM,https://gaana.com/song/let-me-love-you-415,ENGLISH,Party,JUSTIN BIEBER,6.47
ENDLESS LOVE,1981,ENDLESS LOVE,4:24,R&B,https://gaana.com/song/endless-love-14,ENGLISH,Other,JUSTIN BIEBER,8
HELLO,2015,ENDLESS LOVE,4:55,SOUL,https://gaana.com/song/hello-1400,ENGLISH,life,ADELE,9
THERE WILL BE TIME,2015,EP JOHANNESBURG,4:27,SILENT,https://gaana.com/song/hate-me-122,ENGLISH,life,TAYLOR SWIFT,8.5
TRAMPOLINE,2019,EP MELT,3:04,ELECTRO,https://gaana.com/song/trampoline-91,ENGLISH,Other,EMINEM,7.2
DON'T LET GO(LOVE),1997,EV3 AND SET IT OFF SOUNDTRACK,4:52,R&B,https://gaana.com/song/dont-let-go-love-11,ENGLISH,Other,BEYONCE,5.2
Evergreen,2015,Evergreen,3:04,Party Song,https://gaana.com/song/evergreen-500,PUNJABI,Party,MIKA SINGH,6.8
Saaj Sonyacha,2018,Fandry,0:03:28,Wedding,https://www.jiosaavn.com/song/saaj-sonyacha/KF0jAD1UQEY,MARATHI,Other,NITIN MORAJKAR,7
ALL THE TIME,2019,FATHER OF ASAHD,3:48,POP,https://gaana.com/song/one-thing-right-feat-kane-brown,ENGLISH,Pop,OTHERS,9.6
JUST US,2019,FATHER OF ASAHD,3:41,R&B,https://gaana.com/song/just-us-65,ENGLISH,Other,OTHERS,6.9
ONE THING RIGHT,2019,FATHER OF ASAHD,3:01,POP,https://gaana.com/song/rescue-me-562,ENGLISH,Pop,MARSHMELLO,6.2
FIFTEEN,2009,FEARLESS,4:55,COUNTRY POP,https://gaana.com/song/fifteen-3,ENGLISH,Pop,TAYLOR SWIFT,7.1
LOVE STORY,2009,FEARLESS,3:57,POP,https://gaana.com/song/love-story-25,ENGLISH,Pop,TAYLOR SWIFT,6.5
MOTIVATION,2019,FEARLESS,3:13,R&B,https://gaana.com/song/motivation-238,ENGLISH,Other,ED SHEERAN,7
YOU BELONG WITH ME,2009,FEARLESS,3:52,POP,https://gaana.com/song/you-belong-with-me-3,ENGLISH,Pop,TAYLOR SWIFT,8.7
LOVE ME LIKE YOU DO,2015,FIFTY SHADES OF GREY,4:12,ELECTROPOP,https://gaana.com/song/love-me-like-you-dofrom-the-fifty-shades-of-grey-soundtrack,ENGLISH,Pop,BEYONCE,7.4
Fikar na Kari,2017,Fikar Na Kari,3:51,Sad,https://gaana.com/song/fikar-na-kari?autoplay=true,PUNJABI,life,SUKHWINDER SINGH,7
HATE ME,2006,FOILED,6:20,ROCK,https://gaana.com/song/into-the-ocean-3,ENGLISH,Party,OTHERS,8.6
INTO THE OCEAN,2006,FOILED,4:02,ROCK,https://gaana.com/song/all-the-time-482,ENGLISH,Party,OTHERS,9.2
BETTER TO LIE,2018,FRIENDS KEEP SECRETS,2:56,POP ROCK,https://gaana.com/song/better-to-lie-2,ENGLISH,Pop,OTHERS,7.5
ROSES,2018,FRIENDS KEEP SECRETS,3:43,EDM,https://gaana.com/song/roses-195,ENGLISH,Party,SELENA GOMEZ,8.4
Ambarsariya,2013,Fukrey,4:13,Happy,https://gaana.com/song/ambarsariya?autoplay=true,PUNJABI,life,DILJIT DOSANJH,9
Chapper Phad Ke Deta,1956,Funtoosh,6:11,,https://gaana.com/song/chappar-phad-ke-deta-hai,HINDI,Other,ASHA BHOSALE,8
Dukhi Man Mere,1956,Funtoosh,3:27,sad love,https://gaana.com/song/dukhi-man-mere-revival,HINDI,Love,KISHOR KUMAR,6.8
Gabru,2015,Gabru,3:49,Rap,https://gaana.com/song/high-rated-gabru-1?autoplay=true,PUNJABI,Pop,SUKHWINDER SINGH,5.3
Gubroo Putt Punjab De,2014,Gabru Patt Punjab De,3:14,Rock,https://gaana.com/song/gubroo-putt-punjab-de-1,PUNJABI,Pop,KAILASH KHAIR,7
Avagha Rang Ek Jhala,1991,Gajalele Abhang,0:05:54,Chill,https://www.jiosaavn.com/song/avagha-rang-ek-jhala/MwkEVxcAXHk,MARATHI,Other,NILESH MOHARIR,7.3
Sundar Te Dhyan,1991,Gajalele Abhang,0:06:46,Chill,https://www.jiosaavn.com/album/sundar-te-dhyan/mhj6b6cy0A4_,MARATHI,Other,SHANKAR MAHADEVAN,8.3
Gal Dohanch,2017,Gal Dohanch,4:19,Romantic,https://gaana.com/song/gal-dohan-ch?autoplay=true,PUNJABI,Love,YO YO HONEY SINGH,8
Gallan Mithiyan,2016,Gallan Mithiyan,3:51,Romantic,https://gaana.com/song/gallan-mithiyan?autoplay=true,PUNJABI,Love,NEHA KAKKAR,7
Gallin Jog Na Hoye,2001,Gallin Jog Na Hoye,12:47,Simple,https://gaana.com/song/lap-lap-surma-1,PUNJABI,Other,MIKA SINGH,7
Choodi Nahin Ye Mera Dil,1971,Gambler,4:21,"retro song,entertaning",https://gaana.com/song/churi-nahin-yeh-mera-dil-hai,HINDI,Other,LATA MANGESHKAR,9.2
Gajanana Shri Ganraya Song,1996,Ganapati Aarti,0:06:32,Religious,https://www.jiosaavn.com/song/gajanana-shri-ganraya/CT85UCwFA3s,MARATHI,Devotional,VAISHALI SAMANT,7.2
Sa Re Ga Ma Pa Dha Ni Sa,1996,Ganapati Aarti,0:03:11,Religious,https://www.jiosaavn.com/song/sa-re-ga-ma-pa-dha-ni-sa/NTgHUz1kVmQ,MARATHI,Devotional,ANIL MOHILE,7.2
Hamare Sang Sang Chale Ganga Ki Lahare,1964,Ganga Ki Lahare,3:38,retro song,https://gaana.com/song/hamare-sang-sang-chale,HINDI,Other,LATA MANGESHKAR,6.8
Chhedo Na Meri Zulfen,1964,Ganga Ki Laharen,3:48,love,https://gaana.com/song/chhedo-na-meri-zulfen,HINDI,Love,LATA MANGESHKAR,7
Gangland,2017,Gangland,3:01,Rock,https://gaana.com/song/gangland-19?autoplay=true,PUNJABI,Love,OTHERS,7
Tu Hi Meri Shab Hai,2008,Gangster,6:28,sad love,https://gaana.com/song/tu-hi-meri-shab-hai-remix-2,HINDI,Love,ARIJIT SINGH,9.1
Tuj Maagatho Mi Aatha,2009,Ganpati Aarti Ashtvinayak Geete,0:06:02,Religious,https://www.jiosaavn.com/song/tuj-maagatho-mi-aatha/JikyCQ5XZAA,MARATHI,Devotional,NILESH MOHARIR,8.1
Geet De Wargi,2018,Geet De wargi,3:46,Sad,https://gaana.com/album/geet-de-wargi,PUNJABI,life,DILJIT DOSANJH,6.5
Aap Ki Ankhon Mein,1978,Ghar,4:09,romantic,https://gaana.com/song/aap-ki-ankhon-mein-kuchh,HINDI,Love,LATA MANGESHKAR,8.6
Avagha Rang Ek Jhala,1999,Golden Hour,0:05:54,Slow,https://www.jiosaavn.com/search/Avagha%20Rang%20Ek%20Jhala,MARATHI,Other,OTHERS,8.7
Ram Chahe Leela,2013,Goliyon Ki Rasleela Ram-Leela,4:04,love,https://gaana.com/song/ram-chahe-leela,HINDI,Love,OTHERS,7.8
Aanewala Pal,1978,Golmaal,4:40,love,https://gaana.com/song/aanewala-pal-janewala-hai-1,HINDI,Love,KISHORE KUMAR,8.1
Hi Gulabi Hawa,2006,Golmaal,0:05:05,Love,https://www.jiosaavn.com/song/hi-gulabi-hawa/CRwPXBBJAEQ,MARATHI,Love,NILESH MOHARIR,6.8
Gata Rahe Mera dil,1965,Guide,4:53,retro song,https://gaana.com/song/gata-rahe-mera-dil-from-guideinstrumental,HINDI,Other,LATA MANGESHKAR,8
Guitar Sikhda,2018,Guiter Sikhda,3:11,Romantic,https://gaana.com/song/guitar-sikhda?autoplay=true,PUNJABI,Love,ASHISH SARDANA,8.5
Gulab,2015,Gulab,3:41,desi pop,https://gaana.com/song/gulab-9,PUNJABI,Pop,DILPREET DHILLON,7
Apna Time Aayega,2019,Gully Boy,2:21,thug life,https://gaana.com/song/apna-time-aayega,HINDI,Other,OTHERS,9.4
Guzaara,2014,Guzzara,4:42,Sad,https://gaana.com/song/guzaara-from-guzaara?autoplay=true,PUNJABI,life,DILPREET DHILLON,6
Haa Kurvakeh,2017,Haa Kurvah,3:50,Party Song,https://gaana.com/song/haa-kurvakeh?autoplay=true,PUNJABI,Party,MIKA SINGH,7.5
Teri Meri Jodi,2013,Haani,2:04,Love,https://gaana.com/song/teri-meri-jodi-harbhajan-mann,PUNJABI,Pop,ASHISH SARDANA,7
Aake seedhi lagi dilpe jaise,1962,Half Ticket,3:41,entertaining,https://gaana.com/song/aake-seedhi-lage-dil-pe-jaise,HINDI,Other,KISHOR KUMAR,8.7
Chand Raat Tum Ho,1962,Half Ticket,4:04,entertaining,https://gaana.com/song/chand-raat-tum-ho-saath,HINDI,Other,LATA MANGESHKAR,6.7
Chil Chil Chilla Ke,1962,Half Ticket,4:17,entertaining,https://gaana.com/song/chil-chil-chilla-ke,HINDI,Other,KISHOR KUMAR,8.1
Dhakkumakum Dhakkumakum,1991,Hamal De Dhamal,0:06:46,Comedy,https://www.jiosaavn.com/song/dhakkumakum-dhakkumakum/IykdQhJiA3c,MARATHI,Other,NITIN MORAJKAR,8
Manmohana Tu Raja Swapnatala,1991,Hamal De Dhamal,0:05:54,Romantic,https://www.jiosaavn.com/song/manmohana-tu-raja-swapnatala/RhkCADcCYFg,MARATHI,Love,OTHERS,7.9
Chal Shuru Ho Ja,1970,Hamjoli,6:46,retro song,https://gaana.com/song/chal-shuru-ho-ja,HINDI,Other,KISHOR KUMAR,7.5
Haniya,2017,Haniyan,4:31,sad,https://gaana.com/song/haniya-1?autoplay=true,PUNJABI,life,SUKHWINDER SINGH,7
Tum Jo Mil Gaye Ho,1973,Hanste Zakhm,8:09,retro song,https://gaana.com/song/tum-jo-mil-gaye-ho,HINDI,Other,MOHAMMED RAFI,7.5
HOW DO YOU SLEEP,2019,HAPPINESS BEGINS,3:22,POP,https://gaana.com/song/how-do-you-sleep-46,ENGLISH,Pop,OTHERS,8.1
ONLY HUMAN,2019,HAPPINESS BEGINS,3:03,POP,https://gaana.com/song/only-human-170,ENGLISH,Pop,OTHERS,8.2
SUCKER,2019,HAPPINESS BEGINS,3:01,POP,https://gaana.com/song/sucker-113,ENGLISH,Pop,OTHERS,7.5
Dekho O Diwano,1971,Hare Ram Hare Krishna,4:07,Devotional,https://gaana.com/song/ram-ka-naam-badnam-na-karo,HINDI,Devotional,KUMAR SANU,8.9
Dum Maro Dum,1971,Hare Rama Hare Krishna,2:30,thug life,https://gaana.com/song/dum-maro-dum-6,HINDI,Other,ASHA BHOSALE,8.7
Kanchi Re Kanchi Re,1971,Hare Rama Hare Krishna,4:57,retro song,https://gaana.com/song/kanchi-re-kanchi-re,HINDI,Other,KISHORE KUMAR,8.1
Punjabi Wedding Song,2014,Hasee Toh Phasee,3:24,Wedding Rock,https://gaana.com/song/punjabi-wedding-song-3?autoplay=true,PUNJABI,Other,OTHERS,9
