SONG NAME,YEAR,ALBUM/MOVIE NAME,DURATION,TYPE,LINK,LANGUAGE,GENRE,SINGERS,RATING
Jai Ho,2008,Slumdog Millionaire,5:19,patriotic,https://gaana.com/song/jai-ho,HINDI,Other,OTHERS,9
Peepni,2013,Smash Hits,3:58,Basic,https://gaana.com/song/peepni-2,PUNJABI,Other,YO YO HONEY SINGH,7
So High,2017,So High,3:54,Hip hop,https://gaana.com/song/so-high-269?autoplay=true,PUNJABI,life,OTHERS,7.5
THE LONDON,2019,SO MUCH FUN,3:20,POP,https://gaana.com/song/the-london-feat-j-cole-travis-scott,ENGLISH,Pop,OTHERS,9.2
Sohnea,2017,Sohnea,4:37,Romantic,https://gaana.com/song/sohnea?autoplay=true,PUNJABI,Love,OTHERS,9
Naja,2018,SOLO,4:11,Pop,https://gaana.com/song/na-ja-2?autoplay=true,PUNJABI,Pop,HARDY SANDHU,9
Chull,2014,Sons of kapoor,2:53,Party Song,https://gaana.com/song/kar-gayi-chull?autoplay=true,PUNJABI,Party,BADSHAH,9
Bom Diggy,2018,Sonu Ke Tittu Ki Sweety,3:50,Rock,https://gaana.com/song/bom-diggy-diggy?autoplay=true,PUNJABI,Pop,OTHERS,9
Chote Chote Peg,2018,Sonu Ke Tittu Ki Sweety,3:44,Item Pop,https://gaana.com/song/chhote-chhote-peg?autoplay=true,PUNJABI,Pop,YO YO HONEY SINGH,8.5
Dil Chori,2018,Sonu Ke Tittu Ki Sweety,4:06,Party Song,https://gaana.com/song/dil-chori-5?autoplay=true,PUNJABI,Party,YO YO HONEY SINGH,9
Kaun Nachdi,2018,Sonu Ke Tittu Ki Sweety,2:35,Hot Party pop,https://gaana.com/song/kaun-nachdi-3?autoplay=true,PUNJABI,Pop,GURU RANDHAWA,9
Lakk mera hit baliye,2018,Sonu Ke Tittu Ki Sweety,2:45,Sexy Pop,https://gaana.com/song/lakk-mera-hit,PUNJABI,Pop,OTHERS,7
Sooraj,2018,Sooraj,4:33,Romantic,https://gaana.com/song/sooraj-4?autoplay=true,PUNJABI,Love,OTHERS,7.5
Shayad Meri Shaadi Ka Khayal,1983,Souten,6:39,love,https://gaana.com/song/shayad-meri-shaadi,HINDI,Love,LATA MANGESHKAR,8.3
ARMS AROUND YOU,2018,STARGAZING,3:28,"CLUB,POP-",https://gaana.com/song/arms-around-you-feat-maluma-swae-lee,ENGLISH,Pop,OTHERS,8.1
CLOSE TO ME,2018,STARGAZING,3:03,POP,https://gaana.com/song/close-to-me-254,ENGLISH,Pop,OTHERS,8.9
FIRST TIME,2017,STARGAZING,3:13,EDM,https://gaana.com/song/first-time-270,ENGLISH,Party,SELENA GOMEZ,8.6
IT AIN'T ME,2017,STARGAZING,3:40,DANCE-POP,https://gaana.com/song/it-aint-me-42,ENGLISH,Pop,SELENA GOMEZ,8.7
BIG BANK,2018,STAY DANGEROUS,3:58,POP,https://gaana.com/album/big-bank,ENGLISH,Pop,ARIANA GRANDE,7.4
Ishq Wala Love,2012,Student of the year,4:20,love,https://gaana.com/song/ishq-wala-love,HINDI,Love,OTHERS,8.8
Superstar,2017,Sukhe,3:48,Compliment,https://gaana.com/song/superstar-820?autoplay=true,PUNJABI,life,OTHERS,7
Supna,2015,Supna,3:44,Romantic,https://gaana.com/song/supna-37?autoplay=true,PUNJABI,Love,HARDY SANDHU,7.6
BREATHIN,2018,SWEETNER,3:18,ELECTROPOP,https://gaana.com/song/breathe-1515,ENGLISH,Pop,ARIANA GRANDE,7.2
GOD IS A WOMAN,2018,SWEETNER,3:17,POP,https://gaana.com/song/god-is-a-woman-9,ENGLISH,Pop,ARIANA GRANDE,7.8
Bansi Ki Dhun Sun,1956,Taj,3:13,Devotional,https://gaana.com/song/bansi-ki-dhun-sun-1,HINDI,Devotional,LATA MANGESHKAR,7.9
Bansuria Phir Se Baja Kanhaiya,1956,Taj,3:23,Devotional,https://gaana.com/song/bansuria-phir-se-baja-kanhaiya,HINDI,Devotional,LATA MANGESHKAR,8.9
Mori Binati Suno Bhagwan,1956,Taj,3:20,Devotional,https://gaana.com/song/mori-binati-suno-bhagwan,HINDI,Devotional,MOHAMMED RAFI,8.1
Paree Dhuan,1997,Talaash,0:06:02,Sad,https://www.jiosaavn.com/song/paree-dhuan/HxBYSTsDYnA,MARATHI,life,OTHERS,9.2
WE FOUND LOVE,2011,TALK THAT TALK,3:35,ELECTRO HOUSE,https://gaana.com/song/we-found-love-4,ENGLISH,Other,RIHANNA,7.1
Tanka,2015,Tanka,3:04,Party Song,https://gaana.com/album/tankha,PUNJABI,Party,OTHERS,7
Sadi Gali,2011,Tanu Weds Manu,3:02,Pop,https://gaana.com/song/sadi-gali-2?autoplay=true,PUNJABI,Pop,HARDY SANDHU,8.5
Chahe Koi Khush Ho,1954,Taxi Driver,3:13,retro song,https://gaana.com/song/chahe-koi-khush-ho,HINDI,Other,KISHOR KUMAR,6.5
Aazmale Aazmale Aaj Khud Ko Aazmale,2006,Taxi No 9211,4:55,"love ,bollywood song",https://gaana.com/song/aazmale-aazmale,HINDI,Love,MOHAMMED RAFI,6.2
Sheila Ki Jawaani,2010,tees maar khan,4:42,rock,https://gaana.com/song/sheila-ki-jawaani,HINDI,Pop,OTHERS,8
Tere Bangair,2016,Tere Bagair,3:20,Silent Romantic,https://gaana.com/song/tere-bagair,PUNJABI,Love,ASHISH SARDANA,7
Hey Maine Kasam Li,1971,Tere Mere Sapane,4:03,love,https://gaana.com/song/hey-maine-kasam-li-1,HINDI,Love,LATA MANGESHKAR,7.6
Akhiyan Bechain,2015,tere na Mehndi,6:09,Romantic,https://gaana.com/song/akhiyaan-bechain?autoplay=true,PUNJABI,Love,DILJIT DOSANJH,7
Tere Te,2019,Tere Te,3:13,Rock,https://gaana.com/song/tere-te?autoplay=true,PUNJABI,Pop,GURU RANDHAWA,8.5
Teri Meri Ek Jindri,1975,Teri Meri Ek Jindri,2:49,Love,https://gaana.com/song/teri-meri-ek-jindari,PUNJABI,Love,OTHERS,8
Teri Meri,2017,Teri Meri Yaari,3:10,Rock,https://gaana.com/artist/imran-khan,PUNJABI,Pop,NAUMAN KHALID,8
Teri Sanpchat,2017,Teri Snapchat,3:40,Romantic,https://gaana.com/song/teri-snap-chat?autoplay=true,PUNJABI,Love,NAUMAN KHALID,7
Teri Yaari,2016,Teri Yaari,4:37,Traditional,https://gaana.com/song/teri-yaari-3?autoplay=true,PUNJABI,Other,OTHERS,6
7 RINGS,2019,"THANK U,NEXT",2:58,R&B,https://gaana.com/song/7-rings-3,ENGLISH,Pop,ARIANA GRANDE,7
"THANK U,NEXT",2019,"THANK U,NEXT",3:27,"POP,R&B",https://gaana.com/song/thank-u-next,ENGLISH,Pop,ARIANA GRANDE,6.2
GIRLFRIEND,2007,THE BEST DAMN THING,3:37,POP ROCK,https://gaana.com/song/girlfriend-728,ENGLISH,Pop,AVRIL LAVIGNE,8.2
KEEP HOLDING ON,2006,THE BEST DAMN THING,3:59,POP,https://gaana.com/song/keep-holding-on-11,ENGLISH,Pop,AVRIL LAVIGNE,8.3
WHEN YOU'RE GONE,2007,THE BEST DAMN THING,4:00,SOFT ROCK,https://gaana.com/song/when-youre-gone-16,ENGLISH,Pop,AVRIL LAVIGNE,8
Naah,2017,The Dance Project,3:21,Rock,https://gaana.com/song/naah?autoplay=true,PUNJABI,Pop,HARDY SANDHU,9
Ooh La La,2011,The Dirty Picture,4:16,entertaining,https://gaana.com/song/ooh-la-la,HINDI,Other,YO YO HONEY SINGH,8
Lamberghini,2018,The Doorbeen,3:38,Rock,https://gaana.com/song/lamberghini?autoplay=true,PUNJABI,Pop,KANIKA KAPOOR,8
Prada,2019,The Doorbeen,3:00,Pop,https://gaana.com/song/prada-6?autoplay=true,PUNJABI,Pop,OTHERS,9
WITHOUT ME,2002,THE EMINEM SHOW,5:00,HIP HOP AND RAP,https://gaana.com/song/without-me-141,ENGLISH,Pop,EMINEM,6.8
Do Lafzon Ki Hai Dil Ki Kahani,1979,The Great Gambler,4:40,entertaining,https://gaana.com/song/do-lafzon-ki-hai-dil-ki-kahani,HINDI,Other,ASHA BHOSALE,7.5
GREATEST LOVE OF ALL,1986,THE GREATEST LOVE OF ALL,,R&B,https://gaana.com/song/greatest-love-of-all-19,ENGLISH,Other,EMINEM,8.2
JUSTIFY MY LOVE,1991,THE IMMACULATE COLLECTION,4:59,ROMANCE,https://gaana.com/song/justify-my-love-2,ENGLISH,Love,OTHERS,7
BOUNCE,2013,THE NEW CLASSICS,2:47,"EDM,HIP-HOP",https://gaana.com/song/bounce-608,ENGLISH,Pop,OTHERS,7.3
CHANGE YOUR LIFE,2013,THE NEW CLASSICS,3:40,DUBSTEP,https://gaana.com/song/change-your-life,ENGLISH,Pop,TAYLOR SWIFT,7.4
FANCY,2014,THE NEW CLASSICS,3:19,ELECTRO-HOP,https://gaana.com/song/fancy-27,ENGLISH,Pop,TAYLOR SWIFT,7.5
WORK,2013,THE NEW CLASSICS,3:43,SNAP,https://gaana.com/song/work-359,ENGLISH,Other,RIHANNA,7.1
I THINK I LOVE YOU,1970,THE PATRIDGE FAMILY ALBUM,2:54,POP,https://gaana.com/song/love-rollercoaster-67,ENGLISH,Pop,BOYS LIKE GIRLS,5.8
Alcoholic,2014,the shaukeens,3:20,rock,https://gaana.com/song/alcoholic-25,HINDI,Pop,YO YO HONEY SINGH,8
The Town Boys,2018,The Town Boys,3:00,Party Song,https://gaana.com/song/the-town-boys,PUNJABI,Party,OTHERS,7
Gulabi Ankhen Jo Teri,1970,The Train,3:20,entertaining,https://gaana.com/song/gulabi-ankhen-3,HINDI,Other,MOHAMMED RAFI,8.8
This Party Is Getting Hot,2012,This Party Is Getting Hot,3:31,Party Song,https://gaana.com/song/this-party-getting-hot,PUNJABI,Party,YO YO HONEY SINGH,8.5
Hazaar Rahein Mud Ke Dekhi,1980,Thodisi Bewafaii,5:19,sad love,https://gaana.com/song/hazaar-rahen,HINDI,Love,KISHOR KUMAR,7.6
Hrudayat Vaje Something,2016,Ti Saddhya Kay Karte,0:04:26,Love,https://www.jiosaavn.com/song/hrudayat-vaje-something/SQANdT58BHQ,MARATHI,Love,ANIL ARUN,7.9
Jara Jara,2016,Ti Saddhya Kay Karte,0:05:05,Romantic,https://www.jiosaavn.com/song/jara-jara/Gi49YU1qVGM,MARATHI,Love,OTHERS,9
Kitida Navyane,2016,Ti Saddhya Kay Karte,0:03:40,Love,https://www.jiosaavn.com/song/kitida-navyane/BQUCdQwBYFI,MARATHI,Love,VAISHALI SAMANT,8.7
Dil Diyan Gallan,2017,Tiger Zinda Hai,4:21,love,https://gaana.com/song/dil-diyan-gallan-8,HINDI,Love,ARIJIT SINGH,8.5
Swag Se Swagat,2017,Tiger Zinda Hai,3:57,thug life,https://gaana.com/song/swag-se-swagat,HINDI,Other,OTHERS,8
Hi Poli Saajuk,2013,Timepass,0:04:48,Party,https://www.jiosaavn.com/song/hi-poli-saajuk/Jj1TeUV3TWk,MARATHI,Party,ANIL ARUN,9.4
Mala Ved Laagale,2013,Timepass,0:04:26,Love,https://www.jiosaavn.com/song/mala-ved-laagale-duet-version/BxwEBhF3QWA,MARATHI,Love,USHA MANGESHKAR,8.1
TO SIR WITH LOVE,1967,"TO SIR, WITH LOVE",2:47,POP,https://gaana.com/song/to-sir-with-love-10,ENGLISH,Pop,ED SHEERAN,8.8
Batata Vada,1994,Tondala Sutala Paani,0:05:54,Comedy,https://www.jiosaavn.com/song/batata-vada/XS8yHEFaWV4,MARATHI,Other,SHANKAR MAHADEVAN,9.5
Girdhari Mhane Chakar Rakho Ji,1956,Toofan Aur Deeya,3:11,Devotional,https://gaana.com/song/girdhari-mhane-chakar-rakho-ji,HINDI,Devotional,LATA MANGESHKAR,8.1
Meri Aan Bhagwan,1956,Toofan Aur Deeya,3:14,Devotional,https://gaana.com/song/meri-aan-bhagwan,HINDI,Devotional,OTHERS,8.4
Muraliya Baje Re Jamuna Ke Teer,1956,Toofan Aur Deeya,2:45,Devotional,https://gaana.com/song/muraliya-baje-re-jamuna-ke-teer,HINDI,Devotional,OTHERS,7.5
Tirchi Topewale-,1971,Tridev,6:32,retro song,https://gaana.com/song/tirchi-topiwale-part-1,HINDI,Other,OTHERS,8.9
I WANT YOU TO KNOW,2015,TRUE COLORS,3:59,EDM,https://gaana.com/song/i-want-you-to-know-63,ENGLISH,Party,SELENA GOMEZ,7.8
Gulabachi Kali,2015,Tu Hi Re,0:04:38,Party,https://www.jiosaavn.com/song/gulabachi-kali/PDAGRhN7cWM,MARATHI,Party,SHREYA GHOSHAL,7.7
Jeev Ha Sang Na,2015,Tu Hi Re,0:03:28,Romantic,https://www.jiosaavn.com/song/jeev-ha-sang-na/MQNSHEVfDmo,MARATHI,Love,AJAY-ATUL,5
Tola Tola,2015,Tu Hi Re,0:03:28,Romantic,https://www.jiosaavn.com/song/tola-tola/NBwTBwx8f1E,MARATHI,Love,SONU NIGAM,8.1
Radha hi bavari,2005,Tu mazha kinara,0:05:11,Romantic,https://www.jiosaavn.com/song/radha-hi-bavari/EQ8OYidDcWs,MARATHI,Love,ARUN PAUDWAL,7.7
Rani Majhya Malyamandi,2007,Tula Shikwin Changlach Dhada,0:05:54,Romantic,https://www.jiosaavn.com/song/rani-majhya-malyamandi/BRsTXgB4cwc,MARATHI,Love,ANIL MOHILE,9
Radha Ji Ke Kunwar Kanhaiya,1954,Tulsidas,3:23,Devotional,https://gaana.com/song/radha-ji-ke-kunwar-kanhaiya,HINDI,Devotional,MOHAMMED RAFI,7.3
Rahoon Kaise Main Tumko Nihare Bina,1954,Tulsidas,3:18,Devotional,https://gaana.com/song/rahoon-kaise-main-tumko-nihare-bina,HINDI,Devotional,MOHAMMED RAFI,8.4
Ban Ja Rani,2017,Tumhari Sulu,3:35,Romantic,https://gaana.com/song/ban-ja-rani-remix?autoplay=true,PUNJABI,Love,GURU RANDHAWA,8
Ban JaTu Meri Rani,2008,Tumhari Sulu,3:46,romantic love,https://gaana.com/song/ban-ja-rani,HINDI,Love,KUMAR SANU,8.6
Naav,2010,Udaan,4:12,life,https://gaana.com/song/naav-chadhti-lehrein-laang-na-paye,HINDI,life,ATIF ASLAM,7.9
De Na Paisa De,2008,Uladhaal,0:04:48,Comedy,https://www.jiosaavn.com/song/de-na-paisa-de/QgcsWi5ibnY,MARATHI,Other,OTHERS,8.3
Morya Morya,2008,Uladhaal,0:05:30,Religious,https://www.jiosaavn.com/song/morya-morya/PCo-eQ5bB1Y,MARATHI,Devotional,SHANKAR MAHADEVAN,6
Munda,2012,Ultimate Punjabi Grooves,5:06,cool,https://gaana.com/song/munda-3,PUNJABI,Other,BADSHAH,6
Gagan Sadan Tejomaya,2007,Umbartha,0:04:48,Slow,https://www.jiosaavn.com/song/gagan-sadan-tejomaya-umbartha--soundtrack-version/P1o0QCBWf2A,MARATHI,Other,VAISHALI SAMANT,9.4
Sunya Sunya Maifilit Majhya,2007,Umbartha,0:03:55,Slow,https://www.jiosaavn.com/search/Sunya%20Sunya%20Maifilit%20Majhya,MARATHI,Other,USHA MANGESHKAR,7
DON’T TELL ME,2004,UNDER MY SKIN,3:22,POST GRUNGE,https://gaana.com/song/dont-tell-me-316,ENGLISH,life,AVRIL LAVIGNE,7.5
HE WASN'T,2005,UNDER MY SKIN,2:59,POP,https://gaana.com/song/he-wasnt-18,ENGLISH,Pop,AVRIL LAVIGNE,8.4
MY HAPPY ENDING,2004,UNDER MY SKIN,4:02,POP,https://gaana.com/song/my-happy-ending-7,ENGLISH,Pop,AVRIL LAVIGNE,8.6
NOBODY'S HOME,2004,UNDER MY SKIN,3:32,POP,https://gaana.com/song/nobodys-home-9,ENGLISH,Pop,AVRIL LAVIGNE,8.5
KISS ME QUICK,2015,UNFINISHED BUSINESS,3:07,"POP,R&B",https://gaana.com/song/kiss-me-quick-73,ENGLISH,Pop,OTHERS,6.5
OVER AND OVER AGAIN,2015,UNFINISHED BUSINESS,4:07,"POP,R&B",https://gaana.com/song/over-over-again-1,ENGLISH,Pop,ARIANA GRANDE,6
Vaari Jawaan,2016,Vaari jawan,3:34,Rock,https://gaana.com/artist/nouman-khalid,PUNJABI,Pop,NAUMAN KHALID,6
Vaat Majhi Baghtoy Rickshawala,2009,Vaat Majhi Baghtoy Rickshawala,0:03:55,Party,https://www.jiosaavn.com/song/vaat-majhi-baghtoy-rickshawala/Hw0OQjh1W0k,MARATHI,Party,SHAAN,9.5
Vehli Janta,2013,Vehli Janta,3:09,Rock,https://gaana.com/song/vehli-janta?autoplay=true,PUNJABI,Pop,ASHISH SARDANA,4
Ya Re Ya,2016,Ventilator,0:03:18,Chill,https://www.jiosaavn.com/song/ya-re-ya/JyYNeg11R0U,MARATHI,Other,OTHERS,7
Mubarkan,2009,Vich No Tension,1:24,chill,https://gaana.com/song/mubarkan-2,PUNJABI,Other,OTHERS,7
Pani Da Rang,2012,Vicky Donor,4:01,romantic love,https://gaana.com/song/pani-da-rang-male,HINDI,Love,ATIF ASLAM,8.4
Pani Da Rang,2012,Vicky Donor,4:06,"Filmi ,Acoustic Pop",https://gaana.com/song/pani-da-rang?autoplay=true,PUNJABI,Other,OTHERS,8
Mee Raat Thakali,1999,Vol7,0:04:48,Self,https://www.jiosaavn.com/song/mee-raat-thakali/A1ERYx9GVVw,MARATHI,life,OTHERS,6.5
Allah ke bande HasdeJo Bhi Ho Kal Fir Ayega,2003,Waisa Bhi Hota Hai part II,4:07,life,https://gaana.com/song/allah-ke-bande-7,HINDI,life,OTHERS,8.9
Tere Dwar Khada Bhagwan Bhagat Bhar De Re Jholi,1955,Waman Avtar,3:27,Devotional,https://gaana.com/song/tere-dwar-khada-bhagwan,HINDI,Devotional,OTHERS,9.1
Ranjhana,2017,Warrant- the legal notice,3:14,Silent,https://www.jiosaavn.com/album/ranjhana-feat.-pappi-gill/u9hc1XXCwmg_,PUNJABI,Other,OTHERS,6
BLOODSTREAM,2015,WE THE GENERATION AND X,5:09,POP,https://gaana.com/song/bloodstream-21,ENGLISH,Pop,ED SHEERAN,8.1
LAY ITALL ON ME,2017,WE THE GENERATION AND X,4:02,EDM,https://gaana.com/song/lay-it-on-me-44,ENGLISH,Party,ED SHEERAN,7.9
Tu Jarashi,2017,What's Up Lagna,0:04:48,Romantic,https://www.jiosaavn.com/song/tu-jarashi/RSc5CUBiQAI,MARATHI,Love,OTHERS,7
BAD GUY,2019,"WHEN WE ALL FALL ASLEEP,WHERE DO WE GO?",3:26,POP,https://gaana.com/song/bad-guy-55,ENGLISH,Pop,EMINEM,6
BABY LOVE,1964,WHERE DID OUR LOVE GO,2:36,ROMANCE,https://gaana.com/song/baby-love-34,ENGLISH,Love,OTHERS,7.8
Daaru Wargi,2019,Why Cheat India,3:23,Rock,https://gaana.com/song/daaru-wargi?autoplay=true,PUNJABI,Pop,GURU RANDHAWA,8.5
SILLY LOVE SONGS,1976,WINGS AT THE SPEED OF SOUND,5:54,DISCO FUNK,https://gaana.com/song/silly-love-songs,ENGLISH,Party,ARIANA GRANDE,7.6
BEAT DOWN,2012,WONDERLAND,4:04,MOOMBAHTON,https://gaana.com/song/beat-down-8,ENGLISH,life,EMINEM,6.8
CALL YOU MINE,2019,WORLD WAR JOY,3:37,POP,https://gaana.com/song/call-you-mine-12,ENGLISH,Pop,JUSTIN BIEBER,8.6
Wowtastic,2017,Wowstastic,3:10,Item Pop,https://gaana.com/song/wowtastic?autoplay=true,PUNJABI,Pop,OTHERS,7
MAKE IT RAIN,2014,X,4:50,POP ROCK,https://gaana.com/song/make-it-rain-92,ENGLISH,Pop,ED SHEERAN,8.2
PHOTOGRAPH,2015,X,4:19,FOLK POP,https://gaana.com/song/photograph-247,ENGLISH,Pop,ED SHEERAN,8
THINKING OUT LOUD,2014,X,4:41,POP,https://gaana.com/song/thinking-out-loud-42,ENGLISH,Pop,ED SHEERAN,8.3
Xplain,2017,Xplain,3:17,pop,https://gaana.com/song/xplain,PUNJABI,Pop,OTHERS,6.5
Yaar Beli,2017,Yaar Beli,3:47,Romantic,https://gaana.com/song/yaar-beli-feat-deep-jandu?autoplay=true,PUNJABI,Pop,NAUMAN KHALID,7
Yaar Di Gali,2017,Yaar Di Gali,3:20,Sad,https://gaana.com/song/yaar-di-gali,PUNJABI,life,DILPREET DHILLON,7
Yaar Ni Mileya,2018,Yaar ni Mileya,5:21,Compliment,https://gaana.com/song/yaarr-ni-milyaa?autoplay=true,PUNJABI,Love,HARDY SANDHU,7
Chhookar Mere Mann Ko Kiya Tune Kya Ishaara,1981,Yaarana,4:13,love,https://gaana.com/song/chhu-kar-mere-manko,HINDI,Love,KISHOR KUMAR,8.3
Yaari,2019,Yaari,3:54,Romantic,https://gaana.com/song/yaari-174?autoplay=true,PUNJABI,Pop,HARDY SANDHU,6.5
Sunny Sunny,2013,Yaariyan,4:03,entertaining,https://gaana.com/song/sunny-sunny-1,HINDI,Other,YO YO HONEY SINGH,8.1
Aabhas Ha,2008,Yanda kartavya aahe,0:05:11,Love,https://www.jiosaavn.com/song/aabhas-ha/HQoBcw0HbgA,MARATHI,Love,VAISHALI SAMANT,9
Abhaas ha,2008,Yanda kartavya aahe,0:04:54,Love,https://www.jiosaavn.com/song/aabhas-ha/HQoBcw0HbgA,MARATHI,Love,OTHERS,7.3
Yara O Yara,2009,Yara O Yara,3:50,Love,https://gaana.com/album/yara-o-yara-punjabi,PUNJABI,Love,DILJIT DOSANJH,6
Dil Aaj Shayar Hai,1972,ye laal rang,3:40,sad love,https://gaana.com/song/dil-aaj-shayar-hai,HINDI,Love,KISHOR KUMAR,8.5
Dil Aaj Shayar Hai,1971,ye laal rang,3:40,retro song,https://gaana.com/song/dil-aaj-shayar-hai,HINDI,Other,KISHOR KUMAR,8.5
Ashwini Ye Na,2019,Ye Re Ye Re Paisa 2,0:03:18,Chill,https://www.jiosaavn.com/song/ashwini-ye-na-from-ye-re-ye-re-paisa-2/Rxw8egQAREY,MARATHI,Other,NILESH MOHARIR,8
Paisa Pisa,2019,Ye Re Ye Re Paisa 2,0:03:55,Comedy,https://www.jiosaavn.com/song/paisa-pisa-ye-re-ye-re-paisa/KTIdRRwBdEs,MARATHI,Other,AJAY-ATUL,8.1
Ye Re Ye Re Pausa,2018,Ye Re Ye Re Pausa,0:03:28,Comedy,https://www.jiosaavn.com/song/ye-re-ye-re-pausa/QTsGWwddRH4,MARATHI,Other,OTHERS,8
Kabira,2013,Yeh Jaawaani Hai Deewani,3:44,love,https://gaana.com/song/kabira-1,HINDI,Love,OTHERS,9
Badtameez Dil,2013,Yeh Jawaani Hai Deewani,4:13,entertaining,https://gaana.com/song/badtameez-dil,HINDI,Other,OTHERS,8.2
Balam Pichkari,2013,yeh jawani hai deewani,4:49,entertaining,https://gaana.com/song/balam-pichkari,HINDI,Other,OTHERS,8.5
Yere Ghana,2000,Yere Ghana,0:03:55,Chill,https://www.jiosaavn.com/song/ye-re-ghana/BD1SbkNiVQc,MARATHI,Other,OTHERS,7.9
Laal Divyachya Gadila,2009,Yogdaan Bhimaanch,0:06:46,Chill,https://www.jiosaavn.com/song/laal-divyachya-gadila/KQleSRNUBEE,MARATHI,Other,NITIN MORAJKAR,8.1
O Rabba,1995,Zamaana Deewana,8:07,love,https://gaana.com/song/o-rabba-3,HINDI,Love,OTHERS,8.2
Who Lahme Who Baatein,2005,Zeher,5:20,love,https://gaana.com/song/woh-lamhe,HINDI,Love,ATIF ASLAM,8.6
Vithala,2010,Zenda,0:03:40,Religious,https://www.jiosaavn.com/song/vithala-vithala-konta-zenda/PQNcewxAX0A,MARATHI,Devotional,NITIN MORAJKAR,6.5
Saanson Ko Saanson Mein,2004,zid,4:48,love,https://gaana.com/song/saanson-ko-from-zid,HINDI,Love,OTHERS,8.4
Zindabaad Yaarian,2015,Zindabaad Yaarian,4:17,Party Song,https://gaana.com/song/zindabaad-yaarian-1?autoplay=true,PUNJABI,Party,OTHERS,8
