SR NO,SONG NAME,YEAR,ALBUM/MOVIE NAME,DURATION,TYPE,LINK,LANGUAGE,GENRE,SINGERS,RATING
26,Teri Jai Ho Ganesh,2003,Mela Maiya Da,6:35,Devotional,https://gaana.com/song/teri-jai-ho-ganesh-4,Punjabi,Devotional,Master Saleem,7
27,De De Ik Laal,2003,Mela Maiya Da,7:35,Devotional,https://gaana.com/album/de-de-ek-lal,Punjabi,Devotional,Master Saleem,8
28,Tere Gun Gaayen,2003,Mela Maiya Da,5:48,Devotional,https://gaana.com/song/tere-gun-gaayen-1,Punjabi,Devotional,Master Saleem,7
29,Maiyya Yashoda,1999,Hum Saath - Saath Hai,6:24,Devotional,https://gaana.com/song/maiya-yashoda-1,HINDI,Devotional,Kavita Krishnamurthy,8.9
30,Aan Milo Shyam Sanwre,2002,Devdas,3:22,Devotional,https://gaana.com/song/aan-milo-shyam-sanwre,HINDI,Devotional,others,7.9
31,Rab Mere Araj Sun Meri,1994,Aag,2:42,Devotional,https://www.jiosaavn.com/song/rab-mere-araj-sun-meri-from-aag/QFwmRB5yY3A,HINDI,Devotional,others,8.7
32,Raghupati Raghav Raja Ram,1957,Ab Dilli Dur Nahin,6:31,Devotional,https://gaana.com/song/raghupati-raghav-31,HINDI,Devotional,Asha Bhosle,9.5
33,Insaaf Ka Mandir Hai,1954,Amar,3:21,Devotional,https://gaana.com/song/insaaf-ka-mandir-hai-yeh,HINDI,Devotional,Mohammed Rafi,8
34,Radha Ke Pyare Krishna Kanhai,1954,Amar,3:43,Devotional,https://gaana.com/song/radha-ke-pyare-krishna-kanhai,HINDI,Devotional,Asha Bhosle,8.2
35,Kya Mil Gaya Bhagwan,1946,Anmol Ghadi,3:08,Devotional,https://gaana.com/song/kya-mil-gaya-bhagwan,HINDI,Devotional,others,9.1
36,Tera Hi Aasra Hai Do Jahanwale,1956,Arab Ka Saudagar,3:21,Devotional,https://gaana.com/song/tera-hi-aasra-hai-do-jahanwale,HINDI,Devotional,Hemant Kumar,8.3
37,Jao Sidharo He Radha Ke Shyam,1999,Arzoo,7:35,Devotional,https://gaana.com/song/jao-sidharo-he-radha-ke-shyam-2,HINDI,Devotional,others,8.4
38,Bhagwan Do Ghadi Zara Insaan Ban,1951,Bahar,3:36,Devotional,https://gaana.com/song/bhagwan-do-ghadi-zara-insaan-ban-ke-dekh,HINDI,Devotional,others,7.5
39,Brindavan Ki Kunj Galin Me Dhola Radha Banwariya,1998,Bandhan,3:32,Devotional,https://gaana.com/song/brindavan-ki-kunj-gali-men,HINDI,Devotional,Lata Mangeshkar,8.9
40,Mere Devta Mujhko Dena Sahara,1998,Bandhan,3:00,Devotional,https://gaana.com/song/mere-devta-mujhko-dena-sahara,HINDI,Devotional,Hemant Kumar,8.3
41,Jo Milna Hai Bhagwan Se to Mil Pehle Insan Se,1998,Bandhan,3:32,Devotional,https://gaana.com/song/jo-milna-hai-bhagwan-se,HINDI,Devotional,Hemant Kumar,7.9
42,Duniya Na Bhaye Re,1956,Basant Bahar,3:48,Devotional,https://gaana.com/song/duniya-na-bhaye-re,HINDI,Devotional,Mohammed Rafi,8
43,Bhay Bhanjana Vandana Sun,1956,Basant Bahar,4:38,Devotional,https://gaana.com/song/bhay-bhanjana-vandana-sun,HINDI,Devotional,others,8.3
44,Puja Ke Do Phool Chadhakar,1957,Hum Panchhi Ek Daal Ke,3:39,Devotional,https://gaana.com/song/puja-ke-do-phool-chadhakar,HINDI,Devotional,Asha Bhosle,8.6
45,Tu Hai Ya Nahin Bhagwan,1957,Janam Janam Ke Phere,3:22,Devotional,https://gaana.com/song/tu-hai-ya-nahin-bhagwan,HINDI,Devotional,Mohammed Rafi,8.9
46,Murli Manohar,1955,Jhanak Jhanak Payal Baje,5:11,Devotional,https://gaana.com/song/murli-manohar,HINDI,Devotional,Lata Mangeshkar,9.7
47,Mohan Ki Muraliya Baje,1948,Mela,3:19,Devotional,https://gaana.com/song/mohan-ki-muraliya-baje,HINDI,Devotional,others,8.7
48,Brindaban Ka Krishna Kanhaiya,1957,Miss Mary,3:13,Devotional,https://gaana.com/song/brindaban-ka-krishna-kanhaiya,HINDI,Devotional,Mohammed Rafi,9.4
49,Pahle Paisa Phir Bhagwan,1957,Miss Mary,3:35,Devotional,https://gaana.com/song/pahle-paisa-phir-bhagwan,HINDI,Devotional,Mohammed Rafi,7.4
50,Radha Ke Man Ki Muraliya Pukari,1951,miss mary,6:14,Devotional,https://gaana.com/song/radha-ke-mann-mein-bas-gaye,HINDI,Devotional,Lata Mangeshkar,9.2
51,Darshan Do Ghanshyam,1940,Narsi Bhagat,3:28,Devotional,https://gaana.com/song/darshan-do-ghanshyam-1,HINDI,Devotional,others,7.3
52,Vaishnav Janto Tene Kahiye,1940,Narsi Bhagat,2:58,Devotional,https://gaana.com/song/vaishnav-janto-tene-kahiye,HINDI,Devotional,others,8.3
53,Kitna Badal Gaya Insaan Dekh Tere Sansar Ki Halat,1983,Nastik,3:20,Devotional,https://gaana.com/song/kitna-badal-gaya-insaan,HINDI,Devotional,others,8.5
54,"Jai Jai Ramkrishna Hari, Tujh Me Ram Mujh Me Ram",1970,Pardesi,3:33,Devotional,https://gaana.com/song/jai-jai-ramkrishna-hari-5,HINDI,Devotional,others,8.7
55,Chali Radhe Rani Ankhiyo Me Paani,2005,Parineeta,3:14,Devotional,https://gaana.com/song/chali-radhe-rani-ankhiyo-me-paani-from-parineeta,HINDI,Devotional,others,8.6
56,Ja Tose Nahin Bolun Kanhaiya,1987,Parivar,3:21,Devotional,https://gaana.com/song/ja-tose-nahin-bolun-kanhaiya,HINDI,Devotional,Lata Mangeshkar,8.5
57,Bhagwan Teri Duniya Mein,1953,loafer,5:53,Devotional,https://gaana.com/song/duniya-mein-tera-hai-bada-naam,HINDI,Devotional,Asha Bhosle,8.5
58,Darshan Pyasi Aai Dasi,1952,Sangdil,4:15,Devotional,https://gaana.com/song/darshan-pyasi-aai-daasi,HINDI,Devotional,others,8
59,Bansi Ki Dhun Sun,1956,Taj,3:13,Devotional,https://gaana.com/song/bansi-ki-dhun-sun-1,HINDI,Devotional,Lata Mangeshkar,7.9
60,Bansuria Phir Se Baja Kanhaiya,1956,Taj,3:23,Devotional,https://gaana.com/song/bansuria-phir-se-baja-kanhaiya,HINDI,Devotional,Lata Mangeshkar,8.9
61,Mori Binati Suno Bhagwan,1956,Taj,3:20,Devotional,https://gaana.com/song/mori-binati-suno-bhagwan,HINDI,Devotional,Mohammed Rafi,8.1
62,Meri Aan Bhagwan,1956,Toofan Aur Deeya,3:14,Devotional,https://gaana.com/song/meri-aan-bhagwan,HINDI,Devotional,others,8.4
63,Muraliya Baje Re Jamuna Ke Teer,1956,Toofan Aur Deeya,2:45,Devotional,https://gaana.com/song/muraliya-baje-re-jamuna-ke-teer,HINDI,Devotional,others,7.5
64,Girdhari Mhane Chakar Rakho Ji,1956,Toofan Aur Deeya,3:11,Devotional,https://gaana.com/song/girdhari-mhane-chakar-rakho-ji,HINDI,Devotional,Lata Mangeshkar,8.1
65,Radha Ji Ke Kunwar Kanhaiya,1954,Tulsidas,3:23,Devotional,https://gaana.com/song/radha-ji-ke-kunwar-kanhaiya,HINDI,Devotional,Mohammed Rafi,7.3
66,Rahoon Kaise Main Tumko Nihare Bina,1954,Tulsidas,3:18,Devotional,https://gaana.com/song/rahoon-kaise-main-tumko-nihare-bina,HINDI,Devotional,Mohammed Rafi,8.4
67,Tere Dwar Khada Bhagwan Bhagat Bhar De Re Jholi,1955,Waman Avtar,3:27,Devotional,https://gaana.com/song/tere-dwar-khada-bhagwan,HINDI,Devotional,others,9.1
68,Dekho O Diwano,1971,Hare Ram Hare Krishna,4:07,Devotional,https://gaana.com/song/ram-ka-naam-badnam-na-karo,HINDI,Devotional,Kishor Kumar,8.9
69,He re Kanhaiya,1971,Chhoti bahu,3:51,Devotional,https://gaana.com/song/he-re-kanhaiya,HINDI,Devotional,Kishor Kumar,9.1
70,Chhabidar Chhabi Mi,1972,Pinjara,0:03:40,Self,https://www.jiosaavn.com/song/chabidar-chabi/SAkfYEQEUn4,MARATHI,life,Usha Mangeshkar,7.9
71,Disala Ga Bai Disala,1972,Pinjara,0:04:56,Happy,https://www.jiosaavn.com/song/disla-ga-bai-disla/ADIAeyR7cUs,MARATHI,life,Usha Mangeshkar,8.7
72,Kashi Nashibana Thatta,1972,Pinjara,0:04:00,Sad,https://www.jiosaavn.com/song/kashi-nashibana-thatta-aaj-mandali/KgY6ZDYBcEo,MARATHI,life,Sudhir Phadke,6.5
73,Pappa Saanga Kunache,1973,Mamachya Gavala Javoo Ya,0:04:17,Happy,https://www.jiosaavn.com/song/pappa-saanga-kunache/BC4EfDNqVXU,MARATHI,life,C. Ramchandra,5
74,Swargahuni Sunder Gharte,1986,Majh Ghar Majha Sansar,0:04:00,Happy,https://www.hungama.com/song/swargahun-sunder-rashinagaon/284053/,MARATHI,life,Arun Paudwal,7.2
75,Na Sangatach Aaj,1989,Saglikade Bombabomb,0:05:43,Happy,https://www.jiosaavn.com/song/swargahuni-sunder-gharte/GTAPACx7Rnk,MARATHI,life,Arun Paudwal,7
76,Ekach Hya Janmi Janu,1986,Pudhach Paul,0:04:33,Happy,https://www.jiosaavn.com/song/ekach-hya-janmi-janu/OywIYiNke3A,MARATHI,life,Asha Bhosle,9.4
77,Kunitari Yenar,1989,Ashi hi banwa banwi,0:04:56,Happy,https://www.jiosaavn.com/song/kunitari-yenar/IB8RXjpGWlc,MARATHI,life,Arun Paudwal,9.5
78,Mee asa kasa vegla vegla,1991,Chaukat Raja,0:05:38,Happy,https://www.jiosaavn.com/song/mee-asa-kasa-vegla-vegla/FjsbZiZfewY,MARATHI,life,Anand Modak,8.9
79,Shodhit gaav aalo,1991,Chaukat Raja,0:02:41,Sad,https://www.jiosaavn.com/song/shodhit-gaav-aalo-swapnat-paahilele/Qw0SaDVTc1c,MARATHI,life,Jayashree Shivram,7.9
80,Dubhangli Dhava Karate,1991,Maherchi Saadi,0:08:22,Sad,https://www.jiosaavn.com/song/dhava/KV49UzVCBQc,MARATHI,life,others,6.5
81,Phoolale re kshan maaze,1994,Rutu Hirwa,0:06:02,Happy,https://www.jiosaavn.com/album/phulale-re-kshan-majhe/z0jvllDVXTk_,MARATHI,life,Asha Bhosle,8.9
82,Ghan rani,1994,Rutu Hirwa,0:05:41,Self,https://www.jiosaavn.com/song/ghan-rani/O1gqA0JZD0o,MARATHI,life,Asha Bhosle,8.1
83,Phite Andharache Jaale,1999,Phite Andharache Jaale,0:06:02,Happy,"https://www.jiosaavn.com/song/phite-andharache-jaale/PAY,A0dmT3Y",MARATHI,life,Shridhar phadke,7
84,Hi Dosti Tutayachi Naay,1992,Dhadakebaaj,0:03:55,Friendship,https://www.jiosaavn.com/song/hi-dosti-tutayachi-naay-happy/Oy4fCQwDcng,MARATHI,life,Anil Mohile,9.4
85,Paree Dhuan,1997,Talaash,0:06:02,Sad,https://www.jiosaavn.com/song/paree-dhuan/HxBYSTsDYnA,MARATHI,life,Lesle Lewis,9.2
86,Bhatukalichya Khela,1991,Shukratara Mandwara,0:05:54,Sad,https://www.jiosaavn.com/song/bhatukalichya-khela-madhali-raja-anik-rani/RAo5WA5cdXE,MARATHI,life,Yashwant Deo,8.5
87,Shapat Tula Aahe,1991,Shukratara Mandwara,0:05:54,Sad,https://www.jiosaavn.com/song/shapat-tula-aahe/F1AhWEBYbXI,MARATHI,life,Yashwant Deo,7.7
88,Mee Raat Thakali,1999,Vol7,0:04:48,Self,https://www.jiosaavn.com/song/mee-raat-thakali/A1ERYx9GVVw,MARATHI,life,Lata Mangeshkar,6.5
89,Prabhat,2005,Aga Bai Arrecha,0:05:54,Happy,https://www.jiosaavn.com/song/prabhat/BiQSfBpbfno,MARATHI,life,Ajay-Atul,5
90,Hirwa Nisarga,2005,Navra Maza Navsacha,0:05:11,Happy,https://www.jiosaavn.com/song/hirwa-nisarga/NRoRQxx5RXA,MARATHI,life,Sonu Nigam,7.2
91,Dis Chaar Jhale,2006,Aai Shappath,0:05:31,Sad,https://www.jiosaavn.com/song/dis-chaar-jhale/Fg0bWDtxVAU,MARATHI,life,Ashok Patki,9.5
92,Mann udhan waryache,2005,Aga bai areccha,0:04:48,Happy,https://www.jiosaavn.com/song/man-udhan-varyache/RxgNAzABfmo,MARATHI,life,Shankar Manhadevan,9.2
93,Man Udhan Varyache,2005,Aga Bai Arrecha,0:05:30,Happy,https://www.jiosaavn.com/song/man-udhan-varyache/RxgNAzABfmo,MARATHI,life,Ajay-Atul,8.9
94,Malhar Wari,2005,Aga bai areccha,0:06:02,Happy,https://www.jiosaavn.com/song/malhar-wari/BiARXyFRf1g,MARATHI,life,Ajay-Atul,7.9
95,Reshamachya Reghanni,2003,Ranichya Pakhara,0:03:18,Self,https://www.jiosaavn.com/song/reshamachya-reghanni/KkUMVVloflI,MARATHI,life,Anandghan,7.2
96,Devak Kalji Re,2017,Rede,0:04:26,Friendship,https://www.jiosaavn.com/song/devak-kalji-re/KVggdEB1DkY,MARATHI,life,Vijay Narayan Gavande,8.5
97,Apsara Aali,2010,Natarang,0:03:55,Folk,https://www.jiosaavn.com/song/apsara-aali/R14xHAQHewE,MARATHI,life,Ajay-Atul,6
98,Aatach Baya Ka Baavarla,2016,Sairat,0:05:11,Happy,https://www.jiosaavn.com/song/aatach-baya-ka-baavarla/PBE6ciwGAVA,MARATHI,life,Ajay-Atul,8.9
99,Khel Mandala,2010,Natarang,0:04:48,Sad,https://www.jiosaavn.com/song/khel-mandala/JikmVQJXDkk,MARATHI,life,Ajay Gogavale,7.2
100,Vaat Disu De,2016,Jau Dya Na Balasaheb,0:05:31,Happy,https://www.jiosaavn.com/song/vaat-disu-de/BAsdeTx8UFg,MARATHI,life,Ajay Gogavale,8.5
101,Wajle Ki Bara,2010,Natarang,0:06:17,Folk,https://www.jiosaavn.com/song/wajle-ki-bara/RyknUANfR2o,MARATHI,life,Ajay-Atul,8
102,Natarang Ubha,2010,Natarang,0:04:26,Folk,https://www.jiosaavn.com/album/natarang/dmluvpE8yt4_,MARATHI,life,Ajay-Atul,7.9
103,Teri Meri Yaariyan,2014,Classmates,0:04:17,Friendship,https://www.jiosaavn.com/song/teri-meri-yaariyan/Ij8dVRdbAGw,MARATHI,life,Amritraj,7.9
104,THERE WILL BE TIME,2015,EP JOHANNESBURG,4:27,SILENT,https://gaana.com/song/hate-me-122,ENGLISH,life,BAABA MAAL,8.5
105,HELLO,2015,ENDLESS LOVE,4:55,SOUL,https://gaana.com/song/hello-1400,ENGLISH,life,ADELE,9
106,BEAT DOWN,2012,WONDERLAND,4:04,MOOMBAHTON,https://gaana.com/song/beat-down-8,ENGLISH,life,IGGY AZALEA,6.8
107,DON’T TELL ME,2004,UNDER MY SKIN,3:22,POST GRUNGE,https://gaana.com/song/dont-tell-me-316,ENGLISH,life,AVRIL LAVIGNE,7.5
108,LOSING GRIP,2003,LET GO,3:54,POST GRUNGE,https://gaana.com/song/losing-grip-34,ENGLISH,life,AVRIL LAVIGNE,8
109,So High,2017,So High,3:54,Hip hop,https://gaana.com/song/so-high-269?autoplay=true,Punjabi,life,Sidhu Moose Wala,7.5
110,Jaani Tera Naa,2017,Jaan Teri Na,3:25,Happy,https://gaana.com/song/jaani-tera-naa?autoplay=true,Punjabi,life,Sunanda Sharma,6
111,Superstar,2017,Sukhe,3:48,Compliment,https://gaana.com/song/superstar-820?autoplay=true,Punjabi,life,others,7
112,Ki Banu Dunian Da,2005,legends volume 2,8:03,Rock,https://gaana.com/song/ki-banu-duniya-da-5?autoplay=true,Punjabi,life,Diljit Dosanjh,5
113,Guzaara,2014,Guzzara,4:42,Sad,https://gaana.com/song/guzaara-from-guzaara?autoplay=true,Punjabi,life,Gurpret Chattha,6
114,Ambarsariya,2013,Fukrey,4:13,Happy,https://gaana.com/song/ambarsariya?autoplay=true,Punjabi,life,Sona Mohapatra,9
115,Geet De Wargi,2018,Geet De wargi,3:46,Sad,https://gaana.com/album/geet-de-wargi,Punjabi,life,Tarsem Jassar,6.5
116,Raat Di Gedi,2018,Raat di Gedi,4:15,Sad,https://gaana.com/album/raat-di-gedi,Punjabi,life,Diljit Dosanjh,7
117,Fikar na Kari,2017,Fikar Na Kari,3:51,Sad,https://gaana.com/song/fikar-na-kari?autoplay=true,Punjabi,life,Chandra Sarai,7
118,Pehli Najar,2017,Pehli Najar,3:43,Sad,https://www.jiosaavn.com/album/pehli-nazar-the-first-look/qU2k22OE6Ho_,Punjabi,life,Banindar Farwaha,7
119,Haniya,2017,Haniyan,4:31,sad,https://gaana.com/song/haniya-1?autoplay=true,Punjabi,life,Karun,7
120,Naina,2019,Manje Bistree 2,3:20,Sad,https://gaana.com/song/naina-89,Punjabi,life,Karamjit Anmol,7.2
121,Mittar pyare nu,2004,Chaar Sahibzade,1:49,Sad,https://gaana.com/song/mittar-pyare-nu-5?autoplay=true,Punjabi,life,Amrinder gill,5
122,Charkha,2019,Ishq kahani,5:05,sad,https://gaana.com/song/charkha-66,Punjabi,life,Henna Singal,7.5
123,Yaar Di Gali,2017,Yaar Di Gali,3:20,Sad,https://gaana.com/song/yaar-di-gali,Punjabi,life,Nooran Sisters,7
124,Hick Vich,2016,Hick Vich,4:34,Sad,https://gaana.com/song/hik-vich-jaan,Punjabi,life,Gippy Gerwal,6.5
125,Main Deewani,2019,Main Deewani,5:50,Sad,https://gaana.com/song/main-deewani-3,Punjabi,life,Mukhatir Chadha,8
126,Dard-E-Dil,2015,Dard E Dil,3:32,Sad,https://gaana.com/song/dard-e-dil-12?autoplay=true,Punjabi,life,Mansshib,5.5
127,Sawaal 2,2019,Sawaal,5:22,Sad,https://gaana.com/song/sawal-2-1?autoplay=true,Punjabi,life,Sangram Hanjara,7
128,Tujhme Rab,2012,Rab Ne Bana D Jodi,1:43,"Silent , Sad",https://gaana.com/song/tujh-mein-rab-dikhta-hai-ii?autoplay=true,Punjabi,life,Shreya Ghoshal,6
129,Ajj Din Chadheya,2009,Love Aaj Kal,5:15,Sad,https://gaana.com/song/ajj-din-chadheya?autoplay=true,Punjabi,life,Rahat Fateh Ali Khan,8
130,Tappe,1992,Sehra,6:57,Sad,https://gaana.com/song/tappe-88,Punjabi,life,Madan Bala Sindhu,6
131,Munda Tu Hai Punjabi Sona,1999,Kuch Kuch Dil Me,4:20,Happy,https://gaana.com/song/munda-tu-hai-punjabi-sona,Punjabi,life,Jaspinder Narula,7
132,Tujhse Naraz,1983,Masoom,5:41,"love,life",https://gaana.com/song/tujhse-naraz-nahin-zindagi,HINDI,life,Lata Mangeshkar,8.4
133,Aashayein Aashayein,2005,Iqbal,4:20,Motivational,https://gaana.com/song/aashayein-2,HINDI,life,others,9.7
134,Yeh Kya Hua Kaise Hua,1972,Amar Prem,4:33,life,https://gaana.com/song/yeh-kya-hua-3,HINDI,life,Kishore Kumar,8.9
135,Kuchh To Log Kahenge,1975,Amar Prem,4:19,motivational,https://gaana.com/song/kuchh-to-log-kahenge-2,HINDI,life,Kishore Kumar,8.5
136,Zindagi Kaisi Hai Paheli,1971,Anand,3:29,life,https://gaana.com/song/zindagi-kaisi-hai-paheli-1,HINDI,life,Manna Dey,8.6
137,Aye Maalik Tere Bande Hum,1957,Do Aankhen Barah Haath,2:52,motivational,https://gaana.com/song/ae-malik-tere-bande-hum-female,HINDI,life,Lata Mangeshkar,8.7
138,Ruk Jana Nahi Tu Kahi Haar Ke,1974,Imtihaan,3:07,Motivational,https://gaana.com/song/ruk-jana-nahin-3,HINDI,life,Kishore Kumar,7.8
139,Yahan Ke Hum Sikandar,1992,Jo Jeeta Wohi Sikandar,5:29,motivational,https://gaana.com/song/yahan-ke-hum-sikandar,HINDI,life,Udit Narayan,9.2
140,Mera Jeevan Kora Kagaz,1974,Kora Kagaz,3:35,life,https://gaana.com/song/mera-jeevan-kora-kagaz,HINDI,life,Kishore Kumar,8.1
141,Jaaane Kahan Gaye Woh Din,1970,Mera Naam Joker,3:38,life,https://gaana.com/song/jane-kahan-gaye-woh-din-1,HINDI,life,others,8.6
142,Badi Sooni Sooni Hai,1989,Mili,3:29,sad life,https://gaana.com/song/badi-sooni-sooni-hai-zindagi,HINDI,life,Kishore Kumar,7.3
143,Zindagi Ka Safar,1970,Safar,4:00,life,https://gaana.com/song/zindagi-ka-safar-3,HINDI,life,Kishore Kumar,8.9
144,Naav,2010,Udaan,4:12,life,https://gaana.com/song/naav-chadhti-lehrein-laang-na-paye,HINDI,life,Amit Trivedi.,7.9
145,Allah ke bande HasdeJo Bhi Ho Kal Fir Ayega,2003,Waisa Bhi Hota Hai part II,4:07,life,https://gaana.com/song/allah-ke-bande-7,HINDI,life,others,8.9
146,All Izz Well,2009,3 Idiots,4:35,life,https://gaana.com/song/aal-izz-well,HINDI,life,Sonu Nigam,8.1/10
147,Jaane Nahi Denge Tujhe,2009,3 Idiots,3:31,friendship,https://gaana.com/song/jaane-nahin-denge-tujhe,HINDI,life,Sonu Nigam,9.1/10
148,Give Me Some Sunshine,2009,3 Idiots,4:05,life,https://gaana.com/song/give-me-some-sunshine,HINDI,life,others,9.6/10
149,Behti Hawa Sa Tha Woh,2009,3 Idiots,5:00,life,https://gaana.com/song/behti-hawa-sa-tha-w0h,HINDI,life,others,9.4/10
150,Bambai Se Aaya Mera Dost,2006,Aap Ki Khatir,4:45,friendship,https://gaana.com/song/bambai-se-aaya-mera-dost,HINDI,life,Bappi Lahiri,8.4/10
151,Apni Bhi Kya Zindagi Hai,1961,Aas Ka Panchhi,4:15,life,https://gaana.com/song/apni-bhi-kya-zindagi-hai-1,HINDI,life,Mukesh,8.7/10
152,Chali Re Chali Gori,1964,Mr. X In Bombay,5:17,life,https://gaana.com/song/chali-re-chali-re-gori-2,HINDI,life,Kishor Kumar,6.7
153,Aali Thumkat Naar Lachkat,1972,Pinjara,0:03:41,love,https://www.jiosaavn.com/song/aali-thumkat-naar/BAUvQitnB0E,MARATHI,Love,Vishnu Waghmare,8.9
154,Disate Majla Sukh Chitra Nave,1979,Navvadhu Priya Mi,0:05:43,Romantic,https://www.jiosaavn.com/song/disate-majla-sukh-chitra-nave/NRBGYA1YBH8,MARATHI,Love,Anil-Arun,6
155,Hil Pori Hila,1973,Dadache Danke,0:03:41,love,https://www.jiosaavn.com/song/hil-pori-hila/HTwSYRBZQHY,MARATHI,Love,Prabhakar Jog,8.1
156,Hridayi Vasant Phultana,1989,Ashi hi banwa banwi,0:06:46,Romantic,https://www.jiosaavn.com/song/hridayi-vasant-phulatana/AzA6AT9ARUo,MARATHI,Love,Suresh Wadkar,9
157,Mee kashi tula re,1988,Bhutacha bhau,0:04:56,Love,https://www.jiosaavn.com/song/mee-kashi-tula-re/QgIxRjhkYwM,MARATHI,Love,Anuradha Paudwal,8.8
158,Thamb Ga Sajani,1989,Saglikade Bombabomb,0:05:43,Romantic,https://www.jiosaavn.com/song/thamb-ga-sajani/GCkSWjNvdnA,MARATHI,Love,Arun Paudwal,8.1
159,Mi Prem Nagarcha Raja,1985,Aamhi Dogh Rajarani,0:06:17,Romantic,https://www.jiosaavn.com/song/mi-prem-nagarcha-raja/AT0AexJTbkc,MARATHI,Love,Laxman,8.5
160,Aga Aga Pori Faslis Ga,1985,Dhumdhadaka,0:04:17,Romantic,https://www.jiosaavn.com/song/aga-aga-pori-faslis-ga/GEUeRRdURXA,MARATHI,Love,Anil Arun,7.3
161,Raat Ashi Preet Ashi,1988,Majha Pati Karodpati,0:05:54,Romantic,https://www.jiosaavn.com/song/raat-ashi-preet-ashi/PC0ddiV9UlQ,MARATHI,Love,Arun Paudwal,8
162,Yugayugache naate apule,1991,Chaukat Raja,0:04:33,Romantic,https://www.jiosaavn.com/song/yugayuganche-naate-apule/BC0oAAJnRgs,MARATHI,Love,Anand Modak,6
163,Manmohana Tu Raja Swapnatala,1991,Hamal De Dhamal,0:05:54,Romantic,https://www.jiosaavn.com/song/manmohana-tu-raja-swapnatala/RhkCADcCYFg,MARATHI,Love,Anil Mohile,7.9
164,Jivalaga Sajana,1994,Jivalaga,0:04:17,Romantic,https://www.jiosaavn.com/song/ye-jivlag-sajani/OgERXh8HR1w,MARATHI,Love,Anil Mohile,8
165,Chafa Bolena,1996,Lata,0:03:55,Love,https://www.jiosaavn.com/song/chafa-bolena/NAYAYDlhQ3A,MARATHI,Love,Vasant Prabhu,7.9
166,Majhiya Mana,1994,Rutu Hirwa,0:05:31,Romantic,https://www.jiosaavn.com/song/majhya-mana/KSAsSC1VR34,MARATHI,Love,Shridhar phadke,6
167,Rani Majhya Malyamandi,2007,Tula Shikwin Changlach Dhada,0:05:54,Romantic,https://www.jiosaavn.com/song/rani-majhya-malyamandi/BRsTXgB4cwc,MARATHI,Love,Avadhoot Gupte,9
168,Ha Chandra Tuzhyasathi,2003,Bedhund,0:05:31,Romantic,https://www.jiosaavn.com/song/ha-chandra-tuzhyasathi/GFs8WxZyflU,MARATHI,Love,Ajay-Atul,8.8
169,Rupaan Dekhani,2004,Pachadlela,0:05:05,Romantic,https://www.jiosaavn.com/song/rupaan-dekhani/XVEedyFGBHE,MARATHI,Love,Anil Mohile,6.8
170,Abhaas ha,2008,Yanda kartavya aahe,0:04:54,Love,https://www.jiosaavn.com/song/aabhas-ha/HQoBcw0HbgA,MARATHI,Love,Vaishali Samant,7.3
171,Radha hi bavari,2005,Tu mazha kinara,0:05:11,Romantic,https://www.jiosaavn.com/song/radha-hi-bavari/EQ8OYidDcWs,MARATHI,Love,Swapnil Bandholkar,7.7
172,Galawar Khali,2003,Bedhund,0:05:11,Romantic,https://www.jiosaavn.com/song/galavar-khali/Rw8gQC5IbgQ,MARATHI,Love,Swapnil Bandholkar,8
173,Aabhas Ha,2008,Yanda kartavya aahe,0:05:11,Love,https://www.jiosaavn.com/song/aabhas-ha/HQoBcw0HbgA,MARATHI,Love,Vaishali Samant,9
174,Hi Gulabi Hawa,2006,Golmaal,0:05:05,Love,https://www.jiosaavn.com/song/hi-gulabi-hawa/CRwPXBBJAEQ,MARATHI,Love,Avadhoot Gupte,6.8
175,Teri Meri Meri Teri Aashiqui,2019,Ashi Hi Aashiqui,0:04:26,Romantic,https://www.jiosaavn.com/song/teri-meri-meri-teri-aashiqui-from-ashi-hi-aashiqui/AAwpcxNhc2s,MARATHI,Love,Sonu Nigam,8.5
176,Saaj Hyo Tuza,2018,Baban,0:05:05,Romantic,https://www.jiosaavn.com/song/saaj-hyo-tuza/SREJQiteaGc,MARATHI,Love,Onkarswaroop Bagde,7.3
177,Sairat Zaala Ji,2016,Sairat,0:05:05,Romantic,https://www.jiosaavn.com/song/sairat-zaala-ji/EiIeXiV5dAc,MARATHI,Love,Ajay-Atul,7.7
178,Yad Lagla,2016,Sairat,0:05:11,Romantic,https://www.jiosaavn.com/song/yad-lagla/PipeSDtzXXc,MARATHI,Love,Ajay-Atul,8
179,Dhaga Dhaga,2015,Dagdi Chawl,0:04:26,Love,https://www.jiosaavn.com/song/dhaga-dhaga/OgxSaRcDfl4,MARATHI,Love,Amitraj,7
180,Mitwaa,2014,Mitwaa,0:04:38,Romantic,https://www.jiosaavn.com/album/mitwaa/sXzgD2UoU5Y_,MARATHI,Love,Shankar-Ehsaan-Loy,9
181,Aali Thumkat Naar,2018,Mumbai Pune Mumbai 3,0:04:33,Romantic,https://www.jiosaavn.com/album/aali-thumkat-naar---mumbai-pune-mumbai-3/F7UohJe-F7c_,MARATHI,Love,Avinash-Vishwajeet,8.9
182,Hrudayat Vaje Something,2016,Ti Saddhya Kay Karte,0:04:26,Love,https://www.jiosaavn.com/song/hrudayat-vaje-something/SQANdT58BHQ,MARATHI,Love,Vishwjeet Joshi,7.9
