SR NO,SONG NAME,YEAR,ALBUM/MOVIE NAME,DURATION,TYPE,LINK,LANGUAGE,GENRE,SINGERS,RATING
183,Kitida Navyane,2016,Ti Saddhya Kay Karte,0:03:40,Love,https://www.jiosaavn.com/song/kitida-navyane/BQUCdQwBYFI,MARATHI,Love,Aarya Ambekar,8.7
184,Saavar Re Mana,2014,Mitwaa,0:06:46,Romantic,https://www.jiosaavn.com/song/saavar-re-mana/MQ88eQZAYVg,MARATHI,Love,Swapnil Bandodkar,5
185,Mala Ved Laagale,2013,Timepass,0:04:26,Love,https://www.jiosaavn.com/song/mala-ved-laagale-duet-version/BxwEBhF3QWA,MARATHI,Love,Ketaki Mategaonkar,8.1
186,Jara Jara,2016,Ti Saddhya Kay Karte,0:05:05,Romantic,https://www.jiosaavn.com/song/jara-jara/Gi49YU1qVGM,MARATHI,Love,Aarya Ambekar,9
187,Tu Jarashi,2017,What's Up Lagna,0:04:48,Romantic,https://www.jiosaavn.com/song/tu-jarashi/RSc5CUBiQAI,MARATHI,Love,Nilesh Moharir,7
188,Tik Tik Vajate Dokyaat,2013,Duniyadari,0:02:41,Romantic,https://www.jiosaavn.com/song/tik-tik-vajate-dokyaat/KjIkQzwFBAs,MARATHI,Love,Sonu Nigam,7.9
189,Chimbh Bhijalele,2009,Bandh Premache,0:05:11,Romantic,https://www.jiosaavn.com/song/chimbh-bhijalele/HBhTQUB1B2c,MARATHI,Love,Shankar Mahadevan,9.4
190,Kiti Sangaichay Mala,2015,Double Seat,0:04:38,Romantic,https://www.jiosaavn.com/song/kiti-sangaichay-mala/PgQkBz9ZZ2I,MARATHI,Love,Aanandi Joshi,8.3
191,Saath De Tu Mala,2015,Mumbai Pune Mumbai 2,0:05:05,Romantic,https://www.jiosaavn.com/song/saath-de-tu-mala/ATwGBRFDZEk,MARATHI,Love,Avinash-Vishwajeet,8.5
192,Dur Dur,2014,Mitwaa,0:04:38,Romantic,https://www.jiosaavn.com/song/dur-dur/BAwDBC4EfWM,MARATHI,Love,Swapnil Bandholkar,6
193,Chand Matla,2016,Laal Ishq,0:04:48,Romantic,https://www.jiosaavn.com/song/chand-matla/BEUxBwJhcnc,MARATHI,Love,Swapnil Bandholkar,8.7
194,Jeev Ha Sang Na,2015,Tu Hi Re,0:03:28,Romantic,https://www.jiosaavn.com/song/jeev-ha-sang-na/MQNSHEVfDmo,MARATHI,Love,Amitraj,5
195,Tola Tola,2015,Tu Hi Re,0:03:28,Romantic,https://www.jiosaavn.com/song/tola-tola/NBwTBwx8f1E,MARATHI,Love,Amitraj,8.1
196,Bhetali Tu Punha,2017,Bhetali Tu Punha,0:05:11,Romantic,"https://www.jiosaavn.com/album/bhetali-tu-punha/gSVncXfM,9A_",MARATHI,Love,Vivek Deulkar,9
197,Kadhi Tu,2018,Mumbai Pune Mumbai,0:06:46,Romantic,https://www.jiosaavn.com/song/kadhi-tu/Pg4RSSt9RFQ,MARATHI,Love,Avinash-Vishwajeet,8.8
198,Tu Bhet Na,2017,Lagna Mubarak,0:04:48,Romantic,https://www.jiosaavn.com/song/tu-bhet-na/CiAZfAFDX2Y,MARATHI,Love,Troy-Arif,7.2
199,Kuni Yenar Ga,2018,Mumbai Pune Mumbai 3,0:04:00,Romantic,https://www.jiosaavn.com/song/kuni-yenar-ga/Px0dWRpxBAY,MARATHI,Love,Nilesh Moharir,8.1
200,Bhijun Gela Vara,2010,Irada Pakka,0:04:26,Romantic,https://www.jiosaavn.com/song/bhijun-gela-vara/BTwyRSxKW3w,MARATHI,Love,Nilesh Moharir,6.8
201,BABY LOVE,1964,WHERE DID OUR LOVE GO,2:36,ROMANCE,https://gaana.com/song/baby-love-34,ENGLISH,Love,THE SUPREMES,7.8
202,PART-TIME LOVER,1985,IN SQUARE CIRCLE,4:12,ROMANCE,https://gaana.com/song/part-time-lover-9,ENGLISH,Love,STIEVE WONDER,6
203,LOVIN' YOU,1975,PERFECT ANGEL,3:58,ROMANCE,https://gaana.com/song/loving-you-81,ENGLISH,Love,MINNIE RIPERTON,7.8
204,JUSTIFY MY LOVE,1991,THE IMMACULATE COLLECTION,4:59,ROMANCE,https://gaana.com/song/justify-my-love-2,ENGLISH,Love,MADONA,7
205,RIVER,2017,REVIVAL,3:41,ROMANCE,https://gaana.com/song/river-607,ENGLISH,Love,EMINEM,9.1
206,Gangland,2017,Gangland,3:01,Rock,https://gaana.com/song/gangland-19?autoplay=true,Punjabi,Love,others,7
207,Yaar Ni Mileya,2018,Yaar ni Mileya,5:21,Compliment,https://gaana.com/song/yaarr-ni-milyaa?autoplay=true,Punjabi,Love,Hardy Sandhu,7
208,Life,2019,Life,3:27,Rock,https://gaana.com/song/life-1033?autoplay=true,Punjabi,Love,others,7
209,Bandiya Tu,2011,Dharti,2:13,Rock,https://gaana.com/song/bandeya-tu-maan-na-karin,Punjabi,Love,Rabbi Shergil,6.5
210,Tarean Di Loe,2012,Branded hiran,4:28,Romantic,https://gaana.com/playlist/dimplesahu-haaab-tareandiloe,Punjabi,Love,Nachhatar Gill,6
211,Sooraj,2018,Sooraj,4:33,Romantic,https://gaana.com/song/sooraj-4?autoplay=true,Punjabi,Love,Gippi Greawal,7.5
212,Tu Amb Laine,2014,Mondeyan Ton Bahke Rahin,3:56,Romantic,https://gaana.com/song/pavli-laine-hu-to,Punjabi,Love,others,5
213,Supna,2015,Supna,3:44,Romantic,https://gaana.com/song/supna-37?autoplay=true,Punjabi,Love,Amrinder Gill,7.6
214,Gallan Mithiyan,2016,Gallan Mithiyan,3:51,Romantic,https://gaana.com/song/gallan-mithiyan?autoplay=true,Punjabi,Love,Mamkirt Aulakh,7
215,Akhiyan Bechain,2015,tere na Mehndi,6:09,Romantic,https://gaana.com/song/akhiyaan-bechain?autoplay=true,Punjabi,Love,Nachhatar Gill,7
216,Guitar Sikhda,2018,Guiter Sikhda,3:11,Romantic,https://gaana.com/song/guitar-sikhda?autoplay=true,Punjabi,Love,Jassi Gill,8.5
217,Gal Dohanch,2017,Gal Dohanch,4:19,Romantic,https://gaana.com/song/gal-dohan-ch?autoplay=true,Punjabi,Love,Matt Sheron Wala,8
218,Kaniyan,2017,Kaniyan,4:09,Romantic,https://gaana.com/song/kaniyan?autoplay=true,Punjabi,Love,Veet Baljit,6.5
219,Teri Sanpchat,2017,Teri Snapchat,3:40,Romantic,https://gaana.com/song/teri-snap-chat?autoplay=true,Punjabi,Love,Indeer Dosanjh,7
220,Vekh ke Hasdi,2017,Manje Bistree,4:04,Romantic,https://gaana.com/song/vekh-ke-hasdi?autoplay=true,Punjabi,Love,Anmmy Virak,8.5
221,Sohnea,2017,Sohnea,4:37,Romantic,https://gaana.com/song/sohnea?autoplay=true,Punjabi,Love,Miss Pooja,9
222,bapu Zimidar,2014,Replay,3:45,Romantic,https://gaana.com/song/bapu-zimidar?autoplay=true,Punjabi,Love,Faldeep,8.5
223,Tere Bangair,2016,Tere Bagair,3:20,Silent Romantic,https://gaana.com/song/tere-bagair,Punjabi,Love,Amrinder Gill,7
224,Drop Lyrics,2017,DROP,3:19,Romantic,https://gaana.com/song/drop-112,Punjabi,Love,Mehtab Virak,5.5
225,singga,2019,Sheh,4:12,Romantic,https://gaana.com/artist/ellde-fazilka,Punjabi,Love,Ellde Fazilka,7
226,Ban Ja Rani,2017,Tumhari Sulu,3:35,Romantic,https://gaana.com/song/ban-ja-rani-remix?autoplay=true,Punjabi,Love,Guru Randhawa,8
227,Suit Suit karda,2017,Hindi Medium,3:10,Romantic rock,https://gaana.com/song/suit-suit?autoplay=true,Punjabi,Love,Guru Randhava,8.5
228,Teri Meri Ek Jindri,1975,Teri Meri Ek Jindri,2:49,Love,https://gaana.com/song/teri-meri-ek-jindari,Punjabi,Love,Narinder Biba,8
229,Dilan Diyan Choriyan,2002,Dilan Diyan Choriyan,3:41,Love,https://gaana.com/album/oye-hoye,Punjabi,Love,Surjit Bindrakhia,8
230,Akh Lad Gayi,2005,Punjabi Chartbusters,4:49,Love,https://gaana.com/song/akh-lad-gayi,Punjabi,Love,Popsy Bhuppi Jassi Sidhu,8
231,Haye Sohneyo,2005,Punjabi Chartbusters,4:20,Love,https://gaana.com/song/haye-sohneyo,Punjabi,Love,Popsy Bhuppi Jassi Sidhu,8
232,Yara O Yara,2009,Yara O Yara,3:50,Love,https://gaana.com/album/yara-o-yara-punjabi,Punjabi,Love,Hans Raj Hans,6
233,Mirza Saheban,2007,Punjabi Folk Song,2:51,Love,https://gaana.com/song/mirza-saheban-1,Punjabi,Love,Kuldeep Manak,8
234,Tere Bin Ek Pal,1999,Aa Ab Laut Chalen,5:49,"love,sad love",https://gaana.com/song/tere-bin-ek-pal,HINDI,Love,Udit Narayan,7.8
235,O Lal Dupatte Wali,1992,Aankhen,5:50,love,https://gaana.com/song/o-lal-dupatte-wali,HINDI,Love,Kavita Krishnamurthy,9.2
236,Dil Mera Churaya Kyun,1999,Akele Hum Akele Tum,4:42,sad love,https://gaana.com/song/dil-mera-churaya-kyun-1,HINDI,Love,Kumar Sanu,9.5
237,tera aana tera jaana,1994,judwaa,4:53,romanti love,https://gaana.com/song/tera-aana-tera-jaana,HINDI,Love,Kumar Sanu,8.6
238,Ye Kaali Kaali Aankhen,1993,Baazigar,7:48,"romantic love,entertaining",https://gaana.com/song/ye-kaali-kaali-aankhen-1,HINDI,Love,Kumar Sanu,8.5
239,To Chalun,1998,Border,7:39,sad love,https://gaana.com/song/to-chalun,HINDI,Love,Roop Kumar Rathod,7.6
240,Mere Dil Mein Aaj Kya Hai,1989,Daag,4:14,love,https://gaana.com/song/mere-dil-mein-aaj-kya-hai,HINDI,Love,Kishore Kumar,9.3
241,Koi Na Koi Chahiye,1992,Deewana,6:24,love,https://gaana.com/song/koi-na-koi-chahiye-1,HINDI,Love,Vinod Rathod,8.4
242,Mujhe Neend Na Aaye,1990,Dil,6:14,love,https://gaana.com/song/mujhe-neend-na-aaye-4,HINDI,Love,Anuradha Paudwal,9.6
243,Dil Hai Ke Manta Nahin,1991,Dil Hai Ke Manta Nahin,6:11,"love,sad love",https://gaana.com/song/dil-hai-ke-manta-nahin,HINDI,Love,Anuradha Paudwal,7.3
244,Adayein Bhi Hain,1991,Dil Hai Ke Manta Nahin,5:26,love,https://gaana.com/song/adayein-bhi-hain-mohabbat-bhi-hai,HINDI,Love,Anuradha Paudwal,8.4
245,Ae Ajnabi,1998,Dil Se,5:50,"love,sad love",https://gaana.com/song/ae-ajnabi-2,HINDI,Love,Udit Narayan,6.3
246,Ho Nahi Sakta,1997,Dilijale,7:44,romantic love,https://gaana.com/song/ho-nahi-sakta,HINDI,Love,Udit Narayan,8.7
247,Mouka Milenga To Hum,1993,Dilwale,5:33,love,https://gaana.com/song/mouka-milenga-to-hum,HINDI,Love,Udit Narayan,8.9
248,Mujhse Juda Hokar,1994,Hum Aapke Hain Koun,6:02,"love,sad love",https://gaana.com/song/mujhse-juda-hokar,HINDI,Love,Lata Mangeshkar,7.8
249,Pehla Pehla Pyar,1994,Hum Aapke Hain Koun,4:26,Romantic Love,https://gaana.com/song/pehla-pehla-pyar-2,HINDI,Love,S. P. Balasubrahmanyam,8.6
250,Mausam Ka Jaadu,1994,Hum Aapke Hain Koun,5:03,"Entertaning,love",https://gaana.com/song/mausam-ka-jaadu,HINDI,Love,S. P. Balasubrahmanyam,8.4
251,Pehla Nasha,1992,Jo Jeeta Wohi Sikandar,4:51,love,https://gaana.com/song/pehla-nasha-1,HINDI,Love,Udit Narayan,9.2
252,Dekha Teri Mast Nigahon Mein,1992,Khiladi,8:29,love,https://gaana.com/song/dekha-teri-mast-nigahon-mein,HINDI,Love,Kumar Sanu,8.4
253,Tu Na Ja Mere Badshah,1992,Khuda Gawah,5:07,love,https://gaana.com/song/tu-na-jaa-mere-baadshah,HINDI,Love,Alka Yagnik,6.7
254,Pyar Kiya To Nibhana,1999,Major Saab,5:10,romantic love,https://gaana.com/song/pyar-kiya-to-nibhana,HINDI,Love,Udit Narayan,8.7
255,Subah Se Lekar,1995,Mohra,5:56,romantic,https://gaana.com/song/subah-se-lekar-duet-jb,HINDI,Love,Udit Narayan,8.1
256,Ghar Se Nikalte Hi,1996,Papa Kehte Hain,7:45,romantic,https://gaana.com/song/ghar-se-nikalte-from-papa-kehte-hain,HINDI,Love,Udit Narayan,7.2
257,Jeeye To Jeeye Kaise,1992,Saajan,6:38,sad love,https://gaana.com/song/jeeye-to-jeeye-kaise,HINDI,Love,Pankaj Udhas,9.2
258,Mile Tum Se Bichhad Ke Hum,1994,Salaami,7:01,love,https://gaana.com/song/mile-tum-se-bichhad-ke-hum-1,HINDI,Love,others,7.4
259,Dil Jab Se Toot Gaya,1994,Salaami,5:35,"love,sad love",https://gaana.com/song/dil-jab-se-toot-gaya-duet-jb,HINDI,Love,Pankaj Udhas,9.1
260,O Rabba,1995,Zamaana Deewana,8:07,love,https://gaana.com/song/o-rabba-3,HINDI,Love,others,8.2
261,Aazmale Aazmale Aaj Khud Ko Aazmale,2006,Taxi No 9211,4:55,"love ,bollywood song",https://gaana.com/song/aazmale-aazmale,HINDI,Love,Shekhar,6.2
262,Baat Ban Jaye,2017,A Gentleman,3:12,"romantic love,rock",https://gaana.com/song/baat-ban-jaye-3,HINDI,Love,others,9.4
263,Wada Karo Nahi Chhodoge,1973,Aa Gale Lag Jaa,5:12,romantic love,https://gaana.com/song/wada-karo-3,HINDI,Love,Kishore Kumar,7.5
264,Achha To Hum Chalte Hain,1970,Aan Milo Sajna,4:49,romance,https://gaana.com/song/achha-to-hum-chalte-hain-1,HINDI,Love,Lata Mangeshkar,8
265,Tere Bina Zindagi Se Koi,1975,Aandhi,6:32,"love,sad life",https://gaana.com/song/tere-bina-zindagi-se-revival,HINDI,Love,Lata Mangeshkar,7.5
266,Zindagi Ke Safar Mein,1974,Aap Ki Kasam,6:39,love,https://gaana.com/song/zindagi-ke-safar-mein-1,HINDI,Love,Kishore Kumar,9
267,Dheere Dheere Se Meri Zindagi Mein Aana,1990,Aashiqui,5:26,romance,https://gaana.com/song/dheere-dhheere-se-meri-zindagi-mein-aana-2,HINDI,Love,Kumar Sanu,8.6
268,Nazar Ke Samne Jigar Ke Paas,1990,Aashiqui,5:33,"love,romantic love",https://gaana.com/song/nazar-ke-samne-jigar-ke-paas,HINDI,Love,Kumar Sanu,9
269,Ek Sanam Chayie Aashiqui Ke Liye,1990,Aashiqui,6:13,"love, romance",https://gaana.com/song/ek-sanam-chahiye-aashiqui-ke-liye,HINDI,Love,Kumar Sanu,8.5
270,Dil Ka Aalam,1990,Aashiqui,5:00,romantic love,https://gaana.com/song/dil-ka-aalam,HINDI,Love,Kumar Sanu,8.7
271,Tum Hi Ho,2013,Aashiqui 2,4:22,sad love,https://gaana.com/song/tumhiho,HINDI,Love,Arijit Singh,9.3
272,Teri Bindiya Re,1973,Abhimaan,4:33,romantic,https://gaana.com/song/teri-bindiya-re,HINDI,Love,Mohammed Rafi,8
273,Ae Dil Hai Mushkil,2016,Ae Dil Hai Mushkil,4:28,sad love,https://gaana.com/song/ae-dil-hai-mushkil,HINDI,Love,Arijit Singh,8.5
274,Agar Tum Na Hote,1983,Agar Tum Na Hote,4:04,love,https://gaana.com/song/agar-tum-na-hote-8,HINDI,Love,Lata Mangeshkar,7.8
275,Tera Hone Laga Hoon,2009,Ajab Prem Ki Ghazab Kahani,5:00,romantic love,https://gaana.com/song/tera-hone-laga-hoon,HINDI,Love,Atif Aslam,8.7
276,Bheegi Bheegi Raaton Mein,1974,Ajanabee,3:53,romance,https://gaana.com/song/bheegi-bheegi-raaton-mein,HINDI,Love,Lata Mangeshkar,9
277,Ek Ajanabee Haseena Se,1974,Ajanabee,4:27,love,https://gaana.com/song/ek-ajnabee-haseena-se-1,HINDI,Love,Kishore Kumar,8.6
278,Chingari Koi Bhadke,1972,Amar Prem,5:19,sad love,https://gaana.com/song/chingari-koi-bhadke-2,HINDI,Love,Kishore Kumar,7.5
279,Meri Bheegi Bheegi Si,1973,Anamika,4:07,love,https://gaana.com/song/meri-bheegi-bheegi-si,HINDI,Love,Kishore Kumar,7.8
280,Tu Na Jaane Aas Paas Hai Khuda,2010,Anjaana Anjaani,5:19,love,https://gaana.com/song/aas-paas-khuda-2,HINDI,Love,Rahat Fateh Ali Khan,8.4
281,Tum Itna Jo Muskura Rahe Ho,1982,Arth,5:21,love,https://gaana.com/song/tum-itna-jo-muskura-rahe-ho,HINDI,Love,Jagjit Singh,8.6
282,Tu Hi Hai,2016,Ashiqui 2,4:22,love,https://gaana.com/song/tumhiho,HINDI,Love,Arijit Singh,9.2
283,Khuda Jaane,2001,Bachna Ae Haseeno,5:34,love,https://gaana.com/song/khuda-jaane,HINDI,Love,others,9.4
284,Jab Hum Jawan Honge,1981,Betaab,7:10,love,https://gaana.com/song/jab-hum-jawan-honge-7,HINDI,Love,Lata Mangeshkar,7.8
285,Labon Ko Labon Pe,2007,Bhool Bhulaiyaa,5:41,love,https://gaana.com/song/labon-ko-2,HINDI,Love,others,8.5
286,Pal Pal Dil Ke Paas,1973,Black Mail,5:29,love,https://gaana.com/song/pal-pal-dil-ke-paas-5,HINDI,Love,Kishore Kumar,9.1
287,Main Shayar To Nahin,1973,Bobby,5:34,love,https://gaana.com/song/main-shair-to-nahin-2,HINDI,Love,others,9.3
288,Tum Hi Ho Bandhu,2012,Cocktail,4:44,love,https://gaana.com/song/tum-hi-ho-bandhu,HINDI,Love,others,8.5
289,Pyaar Manga Hai Tumhi Se,1977,College Girl,5:07,love,https://gaana.com/song/pyar-maanga-hai-tumhi-se,HINDI,Love,Kishore Kumar,8.3
290,Tujhko Jo Paaya,2010,Crook,3:05,love,https://gaana.com/song/tujhko-jo-paaya,HINDI,Love,others,7.4
291,Ishq Wala Love,2012,Student of the year,4:20,love,https://gaana.com/song/ishq-wala-love,HINDI,Love,others,8.8
292,“Tere Dard Se Dil”,1993,Deewana,4:51,sad love,https://gaana.com/song/tere-dard-se-dil-1,HINDI,Love,Kumar Sanu,7.8
293,Tum Dil Ki Dhadkan Mein,2000,Dhadkan,5:52,love,https://gaana.com/song/tum-dil-ki-dhadkan-mein-duet,HINDI,Love,others,8.9
294,Malang,2014,Dhoom 3,4:36,love,https://gaana.com/song/malang-1,HINDI,Love,oothers,7.5
295,Mujhe Neend Na Aaye,1989,Dil,6:14,romantic love,https://gaana.com/song/mujhe-neend-na-aaye-4,HINDI,Love,Anuradha Paudwal,8.4
296,Humne Ghar Choda Hai,1971,Dil,6:17,love,https://gaana.com/song/humne-ghar-chhoda-hai,HINDI,Love,Udit Narayan,6
297,Koi Kahe Kehta Rahe,2001,Dil Chahta Hai,5:46,love,https://gaana.com/song/koi-kahe-kehta-rahe,HINDI,Love,others,9.4
298,Yaad Aa Raha Hai,1982,Disco Dancer,6:23,love,https://gaana.com/song/yaad-aa-raha-hai-3,HINDI,Love,Bappi Lahiri,8.9
299,Yeh Haunsla Kaise Jhuke,2006,bharosa,4:16,love,https://gaana.com/song/yeh-jhuke-jhuke-naina,HINDI,Love,others,8.5
300,Te Amo,2011,Dum Maaro Dum,4:45,love,https://gaana.com/song/te-amo-39,HINDI,Love,Sunidhi Chauhan,8.5
301,Hum bane Tum Bane,1981,Ek Duuje Ke Liye,6:06,love,https://gaana.com/song/ham-bane-tum-bane,HINDI,Love,S. P. Balasubrahmanyam,7.5
302,Galliyan,2014,Ek Villain,5:41,love,https://gaana.com/song/galliyan,HINDI,Love,Ankit Tiwari,9.4
303,Dil Aaj Shayar Hai,1972,ye laal rang,3:40,sad love,https://gaana.com/song/dil-aaj-shayar-hai,HINDI,Love,Kishore Kumar,8.5
304,Tu Hi Meri Shab Hai,2008,Gangster,6:28,sad love,https://gaana.com/song/tu-hi-meri-shab-hai-remix-2,HINDI,Love,kk,9.1
305,Aap Ki Ankhon Mein,1978,Ghar,4:09,romantic,https://gaana.com/song/aap-ki-ankhon-mein-kuchh,HINDI,Love,Lata Mangeshkar,8.6
306,Ram Chahe Leela,2013,Goliyon Ki Rasleela Ram-Leela,4:04,love,https://gaana.com/song/ram-chahe-leela,HINDI,Love,others,7.8
307,Aanewala Pal,1978,Golmaal,4:40,love,https://gaana.com/song/aanewala-pal-janewala-hai-1,HINDI,Love,Kishore Kumar,8.1
308,Phoolo Ka Taaro Ka,1971,hum tumhare hai sanam,6:30,love,https://gaana.com/song/taaron-ka-chamakta,HINDI,Love,Kishore Kumar,7.9
309,Pink Lips,2014,Hate Story 2,4:15,love,https://gaana.com/song/pink-lips,HINDI,Love,Meet Bros,7.8
310,Teri Galiyon Mein,1974,Hawas,4:43,sad love,https://gaana.com/song/teri-galiyon-mein-6,HINDI,Love,Mohammed Rafi,7.6
311,maye ni maye,1994,Hum Aapke Hain Koun,4:21,love,https://gaana.com/song/maye-ni-maye,HINDI,Love,Lata Mangeshkar,8.5
312,wah wah ramji,1994,Hum Aapke Hain Koun,4:15,love,https://gaana.com/song/wah-wah-ramji,HINDI,Love,S. P. Balasubrahmanyam,9.3
313,Chote Chote Bhaiyon Ke,1999,Hum Saath-Saath Hain,4:49,love,https://gaana.com/song/chote-chote-bhaiyon-ke-bade-bhaiya,HINDI,Love,Udit Narayan,9.1
314,Sunoji Dulhan,1999,Hum Saath-Saath Hain,5:02,love,https://gaana.com/song/sunoji-dulhan-ek-bat-sunoji,HINDI,Love,Udit Narayan,7.8
315,Saanson Ko Saanson Mein,2004,zid,4:48,love,https://gaana.com/song/saanson-ko-from-zid,HINDI,Love,others,8.4
316,Samjhawan,2014,Humpty Sharma Ki Dulhania,4:29,love,https://gaana.com/song/samjhawan,HINDI,Love,"Arijit Singh,",9.6
317,Caller Tune,2017,Humshakals,4:33,love,https://gaana.com/song/caller-tune,HINDI,Love,others,8.3
318,Har Kisi Ko Nahi Milta,1986,Jaanbaz,4:57,love,https://gaana.com/song/har-kisiko-nahin-milta-yahan-pyar-3,HINDI,Love,others,8.1
319,Tum Se Hi,2007,Jab We Met,5:21,love,https://gaana.com/song/tum-se-hii,HINDI,Love,others,8.9
320,Zara Sa,2011,Jannat,5:04,love,https://gaana.com/song/zara-sa-3,HINDI,Love,others,8.7
321,Jaadu Hai Nasha Hai,2003,Jism,5:29,love,https://gaana.com/song/jaadu-hai-nasha,HINDI,Love,Shreya Ghoshal,8.5
322,Dil Kya Kare,1975,Julie,6:47,love,https://gaana.com/song/dil-kya-kare-41,HINDI,Love,Kishore Kumar,9.7
323,Kaabil Hoon,2017,Kaabil,5:14,love,https://gaana.com/song/kaabil-hoon,HINDI,Love,others,8.1
324,Mitwa,2006,Kabhi Alvida Na Kehna,6:24,love,https://gaana.com/song/mitwa-12,HINDI,Love,others,9.6
325,Kabhi Kabhi Mere Dil Mein,1976,Kabhi Kabhi,5:01,sad love,https://gaana.com/song/kabhi-kabhi-21,HINDI,Love,others,8.4
326,Bole Chudiyan,2001,Kabhi Khushi Kabhie Gham,6:48,love,https://gaana.com/song/bole-chudiyan-from-kabhi-khushi-kabhie-gham,HINDI,Love,Sonu Nigam,7.9
327,Na Tum Jaano Na Hum,2000,Kaho Na Pyar Hai,6:23,love,https://gaana.com/song/na-tum-jano-na-hum,HINDI,Love,others,8.1
328,Neele Neele Ambar Par,1983,Kalakaar,5:20,love,https://gaana.com/song/neele-neele-ambar-par-male-version,HINDI,Love,Kishore Kumar,8.9
329,Jiya Dhadak Dhadak Jaye,2005,Kalyug,5:20,love,https://gaana.com/song/jiya-dhadak-dhadak-jaye-1,HINDI,Love,Rahat Fateh Ali Khan,8.4
330,Dard-E-Dil,1980,Karz,6:57,love,https://gaana.com/song/dard-e-dil-dard-e-jigar,HINDI,Love,Mohammed Rafi,7.8
331,Yeah Jo Mohabbat Hai,1970,Kati Patang,4:08,love,https://gaana.com/song/yeh-jo-mohabbat-hai-5,HINDI,Love,Kishore Kumar,8.3
332,Yeh Shaam Mastani,1970,Kati Patang,5:03,love,https://gaana.com/song/yeh-sham-mastani-5,HINDI,Love,Kishore Kumar,8.7
333,Humein Tumese Pyaar Kitna,1981,Kudrat,4:53,love,https://gaana.com/song/humen-tumse-pyar-kitna,HINDI,Love,Shreya Ghoshal,7.2
334,Baatein Kuch Ankahee Si,2007,Life in A… Metro,4:19,love,https://gaana.com/song/baatein-kuch-ankahee-si-3,HINDI,Love,others,9.2
335,Dil Deewana,1989,Maine Pyar Kiya,5:55,love,https://gaana.com/song/dil-deewana-4,HINDI,Love,Lata Mangeshkar,8.1
336,Aaja Shaam Hone Aayee,1989,Maine Pyar Kiya,5:14,love,https://gaana.com/song/aaja-sham-hone-aayee,HINDI,Love,S. P. Balasubrahmanyam,8.7
337,Aaya Mausam Dosti Ka,1989,maine Pyar Kiya,6:47,love,https://gaana.com/song/aaya-mausam-dosti-ka-1,HINDI,Love,S. P. Balasubrahmanyam,5.4
338,Mere Rang Mein Rangane Wali,1989,Maine Pyar Kiya,6:54,love,https://gaana.com/song/mere-rang-mein-rangne-wali,HINDI,Love,S. P. Balasubrahmanyam,9.6
339,Rim Jhim Gire Sawan,1972,Manzil,3:56,love,https://gaana.com/song/rimjhim-gire-sawan-2,HINDI,Love,Kishore Kumar,8.5
340,Mere Naina Sawan Bhadon,1976,Mehbooba,5:26,love,https://gaana.com/song/mere-naina-sawan-bhadon,HINDI,Love,Kishore Kumar,7.5
341,Mere Dil Ke Chain,1972,Mere Jeevan Saathi,4:33,love,https://gaana.com/song/o-mere-dil-ke-chain,HINDI,Love,Kishore Kumar,7.4
342,Chala Jata Hoon,1972,Mere Jeevan Saathi,4:30,love,https://gaana.com/song/chala-jata-hoon,HINDI,Love,Kishore Kumar,8.9
343,Saathi Re,1978,Muqaddar Ka Sikandar,4:30,love,https://gaana.com/song/o-saathi-re-2,HINDI,Love,Kishore Kumar,8
344,Man Ki Lagan,2003,Paap,4:52,love,https://gaana.com/song/mann-ki-lagan-12,HINDI,Love,Rahat Fateh Ali Khan,8
345,Mausam Hai Ashiqana,1971,Pakeezah,4:53,love,https://gaana.com/song/mausam-hai-ashiqana,HINDI,Love,Lata Mangeshkar,7.5
346,Musafir Hoon Yaaron,1972,Parichay,3:10,love,https://gaana.com/song/musafir-hoon-yaro-1,HINDI,Love,others,7.8
347,Teri Duniya Se Hoke Majboor Chala,1970,Pavitra Papi,5:21,sad love,https://gaana.com/song/teri-duniya-se-hoke-majboor-chala-1,HINDI,Love,Kishore Kumar,7.5
348,Ae Mere Humsafar,1988,Qamayat Se Qamayat Tak,5:55,love,https://gaana.com/song/ey-mere-humsafar,HINDI,Love,Udit Narayan,8.3
349,Akele Hain Toh Kya Gum Hain,1988,Qamayat Se Qamayat Tak,5:57,love,https://gaana.com/song/akele-hain-to-kya-gam-hai,HINDI,Love,Udit Narayan,7.1
350,Gazab Ka Hai Din,1988,Qayamat Se Qayamat Tak,4:26,love,https://gaana.com/song/gazab-ka-hai-din,HINDI,Love,others,8.5
351,Gum Hai Kisi Ke Pyar Mein,1972,Raampur Ka Lakshman,4:15,love,https://gaana.com/song/goom-hai-kisi-ke-pyar-mein-1,HINDI,Love,Lata Mangeshkar,7.6
352,Pehli Nazar Mein,2008,Race,5:13,love,https://gaana.com/song/pehli-nazar-mein-7,HINDI,Love,Atif Aslam,7.5
353,Be Intehaan,2013,Race 2,4:51,love,https://gaana.com/song/be-intehaan,HINDI,Love,Atif Aslam,8.6
354,Zara Zara,2001,Rehnna Hai Terre Dil Mein,4:58,love,https://gaana.com/song/zara-zara-5,HINDI,Love,others,7.7
355,Dil Ko Tumse,2001,Rehnna Hai Terre Dil Mein,5:32,love,https://gaana.com/song/dilko-tumse-pyar-hua,HINDI,Love,others,6.7
356,Chehra Hai Yaa,1985,Saagar,5:00,love,https://gaana.com/song/sagar-jaisi-aankhonwali,HINDI,Love,Kishore Kumar,8.9
